date,EURUSD,EURCHF,empty,sum
2018.04.16,-19.999999999997797,-68.00000000000139,,-87.99999999999919
2018.04.16,0.0,-143.00000000000423,,-143.00000000000423
2018.04.16,11.00000000000545,-236.99999999999832,,-225.99999999999287
2018.04.16,5.000000000010552,-300.00000000001137,,-295.0000000000008
2018.04.16,-21.00000000000435,-285.00000000000193,,-306.00000000000625
2018.04.16,-25.999999999992696,-270.00000000001467,,-296.0000000000074
2018.04.16,-66.99999999999484,-241.00000000000233,,-307.99999999999716
2018.04.16,-100.99999999999554,-289.0000000000059,,-390.0000000000015
2018.04.16,-112.000000000001,-266.0000000000107,,-378.0000000000117
2018.04.16,-75.00000000000284,-253.99999999999866,,-329.0000000000015
2018.04.16,-102.99999999998644,-246.00000000001288,,-348.9999999999993
2018.04.16,-112.000000000001,-243.00000000001543,,-355.0000000000164
2018.04.16,-102.00000000000209,-232.00000000000998,,-334.00000000001205
2018.04.16,-92.00000000000318,-229.99999999999687,,-322.00000000000006
2018.04.16,-58.000000000002494,-226.00000000001506,,-284.00000000001756
2018.04.16,-21.00000000000435,-256.00000000001177,,-277.00000000001614
2018.04.16,-24.000000000001798,-255.00000000000523,,-279.00000000000705
2018.04.16,-8.999999999992347,-285.00000000000193,,-293.99999999999426
2018.04.16,-95.00000000000064,-266.999999999995,,-361.9999999999956
2018.04.16,18.0000000000069,-253.00000000001432,,-235.00000000000742
2018.04.16,-68.00000000000139,-263.99999999999756,,-331.999999999999
2018.04.16,-276.9999999999939,-218.00000000000708,,-495.000000000001
2018.04.16,-282.9999999999888,-234.00000000000088,,-516.9999999999897
2018.04.16,-356.00000000000074,-253.00000000001432,,-609.000000000015
2018.04.16,-293.99999999999426,-168.99999999999693,,-462.9999999999912
2018.04.16,-350.9999999999902,-212.00000000001216,,-563.0000000000024
2018.04.16,-316.99999999998954,-175.99999999999838,,-492.99999999998795
2018.04.16,-353.0000000000033,-238.0000000000049,,-591.0000000000082
2018.04.16,-374.999999999992,-283.000000000011,,-658.000000000003
2018.04.16,-407.0000000000018,-270.00000000001467,,-677.0000000000165
2018.04.16,-310.9999999999946,-224.000000000002,,-534.9999999999966
2018.04.16,-523.9999999999911,-287.9999999999994,,-811.9999999999905
2018.04.16,-595.9999999999966,-245.0000000000063,,-841.000000000003
2018.04.16,-601.9999999999915,-207.00000000000162,,-808.9999999999931
2018.04.16,-523.0000000000068,-195.00000000001182,,-718.0000000000186
2018.04.16,-380.00000000000256,-209.9999999999991,,-590.0000000000016
2018.04.16,-388.9999999999949,-219.99999999999798,,-608.9999999999928
2018.04.16,-438.9999999999894,-224.000000000002,,-662.9999999999914
2018.04.16,-465.0000000000043,-232.00000000000998,,-697.0000000000143
2018.04.16,-537.9999999999941,-242.00000000000887,,-780.000000000003
2018.04.16,-482.00000000000466,-277.00000000001614,,-759.0000000000208
2018.04.16,-482.00000000000466,-268.0000000000016,,-750.0000000000063
2018.04.16,-502.9999999999868,-297.9999999999983,,-800.9999999999851
2018.04.16,-519.9999999999872,-333.0000000000055,,-852.9999999999927
2018.04.16,-462.9999999999912,-304.9999999999997,,-767.9999999999909
2018.04.16,-468.00000000000176,-324.9999999999975,,-792.9999999999993
2018.04.16,-523.9999999999911,-339.0000000000004,,-862.9999999999916
2018.04.16,-502.9999999999868,-327.00000000001063,,-829.9999999999975
2018.04.17,-512.9999999999857,-327.00000000001063,,-839.9999999999964
2018.04.17,-510.99999999999477,-312.00000000000114,,-822.9999999999959
2018.04.17,-534.9999999999966,-329.00000000000153,,-863.9999999999982
2018.04.17,-526.0000000000042,-331.0000000000146,,-857.0000000000189
2018.04.17,-513.9999999999923,-331.999999999999,,-845.9999999999912
2018.04.17,-550.000000000006,-324.9999999999975,,-875.0000000000035
2018.04.17,-564.9999999999933,-348.00000000001495,,-913.0000000000082
2018.04.17,-546.000000000002,-364.00000000000875,,-910.0000000000108
2018.04.17,-563.9999999999867,-412.9999999999967,,-976.9999999999834
2018.04.17,-516.9999999999897,-354.9999999999942,,-871.9999999999839
2018.04.17,-509.99999999998823,-375.9999999999986,,-885.9999999999868
2018.04.17,-523.9999999999911,-383.0,,-906.9999999999911
2018.04.17,-517.9999999999962,-395.99999999999636,,-913.9999999999926
2018.04.17,-523.9999999999911,-425.0000000000087,,-948.9999999999998
2018.04.17,-553.9999999999878,-422.9999999999956,,-976.9999999999834
2018.04.17,-533.99999999999,-443.99999999999994,,-977.99999999999
2018.04.17,-553.0000000000035,-428.00000000000614,,-981.0000000000097
2018.04.17,-595.9999999999966,-434.000000000001,,-1029.9999999999977
2018.04.17,-656.9999999999965,-414.00000000000324,,-1070.9999999999998
2018.04.17,-726.9999999999887,-442.00000000000904,,-1168.9999999999977
2018.04.17,-829.9999999999974,-426.9999999999996,,-1256.999999999997
2018.04.17,-733.9999999999902,-514.9999999999987,,-1248.999999999989
2018.04.17,-669.9999999999928,-554.9999999999944,,-1224.9999999999873
2018.04.17,-563.9999999999867,-567.0000000000064,,-1130.9999999999932
2018.04.17,-537.9999999999941,-574.0000000000078,,-1112.0000000000018
2018.04.17,-431.99999999998795,-524.0000000000133,,-956.0000000000013
2018.04.17,-384.00000000000654,-521.0000000000159,,-905.0000000000225
2018.04.17,-424.99999999998647,-487.0000000000152,,-912.0000000000016
2018.04.17,-455.99999999998977,-493.99999999999443,,-949.9999999999842
2018.04.17,-384.00000000000654,-544.9999999999955,,-929.000000000002
2018.04.17,-310.9999999999946,-554.00000000001,,-865.0000000000045
2018.04.17,-187.00000000000384,-583.0000000000002,,-770.0000000000041
2018.04.17,-201.00000000000674,-602.0000000000136,,-803.0000000000203
2018.04.17,-224.99999999998633,-685.0000000000023,,-909.9999999999886
2018.04.17,-120.99999999999334,-764.0000000000091,,-885.0000000000024
2018.04.17,-170.00000000000347,-720.0000000000095,,-890.000000000013
2018.04.17,-150.99999999999002,-771.9999999999949,,-922.9999999999849
2018.04.17,-156.99999999998494,-829.9999999999974,,-986.9999999999823
2018.04.17,-170.99999999998784,-910.0000000000108,,-1080.9999999999986
2018.04.17,-262.00000000000665,-909.0000000000042,,-1171.000000000011
2018.04.17,-344.99999999999534,-977.0000000000057,,-1322.000000000001
2018.04.17,-341.99999999999784,-977.0000000000057,,-1319.0000000000036
2018.04.17,-398.9999999999938,-951.9999999999973,,-1350.9999999999911
2018.04.17,-387.99999999998835,-982.0000000000161,,-1370.0000000000045
2018.04.17,-417.99999999998505,-975.9999999999991,,-1393.999999999984
2018.04.17,-432.9999999999945,-1004.0000000000049,,-1436.9999999999993
2018.04.17,-462.0000000000068,-1004.0000000000049,,-1466.0000000000118
2018.04.17,-402.9999999999978,-1009.9999999999998,,-1412.9999999999975
2018.04.18,-408.9999999999927,-1019.9999999999986,,-1428.9999999999914
2018.04.18,-446.9999999999974,-1053.9999999999993,,-1500.9999999999968
2018.04.18,-421.0000000000047,-1123.0000000000073,,-1544.000000000012
2018.04.18,-429.99999999999704,-1127.9999999999957,,-1557.9999999999927
2018.04.18,-415.99999999999415,-1117.0000000000125,,-1533.0000000000066
2018.04.18,-435.9999999999919,-1107.999999999998,,-1543.99999999999
2018.04.18,-448.000000000004,-1151.9999999999975,,-1600.0000000000014
2018.04.18,-411.99999999999017,-1161.000000000012,,-1573.0000000000023
2018.04.18,-402.9999999999978,-1181.999999999994,,-1584.9999999999918
2018.04.18,-424.99999999998647,-1167.0000000000068,,-1591.9999999999932
2018.04.18,-485.0000000000021,-1163.000000000003,,-1648.000000000005
2018.04.18,-510.99999999999477,-1205.999999999996,,-1716.9999999999907
2018.04.18,-483.99999999999557,-1192.9999999999995,,-1676.999999999995
2018.04.18,-526.9999999999886,-1225.0000000000093,,-1751.999999999998
2018.04.18,-503.99999999999335,-1227.0000000000002,,-1730.9999999999936
2018.04.18,-483.99999999999557,-1226.000000000016,,-1710.0000000000114
2018.04.18,-453.99999999999886,-1215.0000000000105,,-1669.0000000000093
2018.04.18,-478.0000000000006,-1239.9999999999966,,-1717.9999999999973
2018.04.18,-409.99999999999926,-1188.0000000000114,,-1598.0000000000107
2018.04.18,-343.00000000000443,-1178.9999999999968,,-1522.0000000000014
2018.04.18,-255.00000000000523,-1154.999999999995,,-1410.0000000000002
2018.04.18,-350.00000000000585,-1236.0000000000148,,-1586.0000000000207
2018.04.18,-346.0000000000019,-1270.0000000000155,,-1616.0000000000173
2018.04.18,-306.9999999999906,-1243.0000000000164,,-1550.000000000007
2018.04.18,-358.9999999999982,-1218.000000000008,,-1577.0000000000061
2018.04.18,-347.9999999999928,-1234.0000000000018,,-1581.9999999999945
2018.04.18,-339.0000000000004,-1226.000000000016,,-1565.0000000000164
2018.04.18,-436.9999999999985,-1300.0000000000123,,-1737.000000000011
2018.04.18,-523.0000000000068,-1323.0000000000075,,-1846.0000000000143
2018.04.18,-541.9999999999981,-1310.0000000000111,,-1852.000000000009
2018.04.18,-634.0000000000013,-1334.000000000013,,-1968.000000000014
2018.04.18,-625.9999999999932,-1310.0000000000111,,-1936.0000000000043
2018.04.18,-543.0000000000045,-1141.0000000000143,,-1684.0000000000189
2018.04.18,-560.0000000000049,-1204.000000000005,,-1764.00000000001
2018.04.18,-656.9999999999965,-1192.0000000000152,,-1849.0000000000118
2018.04.18,-478.0000000000006,-1198.0000000000102,,-1676.000000000011
2018.04.18,-513.9999999999923,-1181.999999999994,,-1695.9999999999864
2018.04.18,-507.9999999999973,-1222.000000000012,,-1730.0000000000093
2018.04.18,-553.0000000000035,-1229.9999999999977,,-1783.0000000000014
2018.04.18,-612.9999999999969,-1279.000000000008,,-1892.000000000005
2018.04.18,-527.9999999999951,-1282.0000000000055,,-1810.0000000000005
2018.04.18,-534.9999999999966,-1364.0000000000095,,-1899.0000000000061
2018.04.18,-516.0000000000053,-1354.0000000000107,,-1870.000000000016
2018.04.18,-483.99999999999557,-1354.0000000000107,,-1838.0000000000064
2018.04.18,-468.9999999999861,-1347.0000000000093,,-1815.9999999999955
2018.04.18,-458.00000000000284,-1323.0000000000075,,-1781.0000000000105
2018.04.18,-486.999999999993,-1307.0000000000136,,-1794.0000000000066
2018.04.18,-445.0000000000065,-1358.0000000000148,,-1803.0000000000214
2018.04.19,-496.99999999999187,-1339.0000000000014,,-1835.9999999999932
2018.04.19,-493.99999999999443,-1378.9999999999968,,-1872.9999999999914
2018.04.19,-502.00000000000244,-1398.0000000000105,,-1900.000000000013
2018.04.19,-502.9999999999868,-1387.000000000005,,-1889.9999999999918
2018.04.19,-516.9999999999897,-1384.0000000000075,,-1900.9999999999973
2018.04.19,-495.99999999998533,-1400.0000000000011,,-1895.9999999999864
2018.04.19,-468.00000000000176,-1392.0000000000155,,-1860.0000000000173
2018.04.19,-432.9999999999945,-1381.00000000001,,-1814.0000000000045
2018.04.19,-428.00000000000614,-1387.000000000005,,-1815.0000000000111
2018.04.19,-390.0000000000015,-1356.0000000000016,,-1746.0000000000032
2018.04.19,-441.0000000000025,-1377.000000000006,,-1818.0000000000084
2018.04.19,-485.99999999998647,-1375.9999999999995,,-1861.999999999986
2018.04.19,-522.0000000000002,-1388.999999999996,,-1910.9999999999961
2018.04.19,-495.000000000001,-1378.0000000000125,,-1873.0000000000136
2018.04.19,-539.999999999985,-1388.999999999996,,-1928.999999999981
2018.04.19,-492.0000000000035,-1392.0000000000155,,-1884.000000000019
2018.04.19,-544.9999999999955,-1442.00000000001,,-1987.0000000000055
2018.04.19,-455.0000000000054,-1395.000000000013,,-1850.0000000000184
2018.04.19,-395.99999999999636,-1375.9999999999995,,-1771.999999999996
2018.04.19,-516.9999999999897,-1371.0000000000111,,-1888.000000000001
2018.04.19,-695.9999999999856,-1448.0000000000048,,-2143.9999999999905
2018.04.19,-591.9999999999925,-1466.9999999999961,,-2058.9999999999886
2018.04.19,-513.9999999999923,-1405.9999999999961,,-1919.9999999999884
2018.04.19,-371.99999999999454,-1307.0000000000136,,-1679.0000000000082
2018.04.19,-309.99999999998806,-1271.0,,-1580.9999999999882
2018.04.19,-408.9999999999927,-1344.9999999999961,,-1753.9999999999889
2018.04.19,-384.00000000000654,-1245.0000000000073,,-1629.0000000000139
2018.04.19,-377.9999999999894,-1252.0000000000086,,-1629.9999999999982
2018.04.19,-453.99999999999886,-1282.0000000000055,,-1736.0000000000043
2018.04.19,-519.0000000000028,-1268.0000000000025,,-1787.0000000000055
2018.04.19,-469.99999999999267,-1276.0000000000105,,-1746.0000000000032
2018.04.19,-502.9999999999868,-1246.9999999999982,,-1749.999999999985
2018.04.19,-516.0000000000053,-1229.9999999999977,,-1746.0000000000032
2018.04.19,-408.9999999999927,-1244.0000000000007,,-1652.9999999999934
2018.04.19,-523.9999999999911,-1280.9999999999989,,-1804.99999999999
2018.04.19,-353.99999999998766,-1442.00000000001,,-1795.9999999999977
2018.04.19,-243.99999999999977,-1446.9999999999982,,-1690.999999999998
2018.04.19,-73.99999999999629,-1334.000000000013,,-1408.0000000000093
2018.04.19,-95.00000000000064,-1347.0000000000093,,-1442.00000000001
2018.04.19,-157.99999999999147,-1363.0000000000032,,-1520.9999999999945
2018.04.19,-146.00000000000168,-1408.0000000000093,,-1554.000000000011
2018.04.19,-168.99999999999693,-1442.00000000001,,-1611.0000000000068
2018.04.19,-190.00000000000128,-1462.0000000000077,,-1652.000000000009
2018.04.19,-89.00000000000574,-1444.000000000001,,-1533.0000000000066
