date,EURUSD,EURCHF,empty,sum
2018.04.16,-70.99999999999883,-201.00000000000674,,-272.00000000000557
2018.04.16,-79.99999999999119,-205.00000000001074,,-285.00000000000193
2018.04.16,-65.99999999998829,-236.99999999999832,,-302.9999999999866
2018.04.16,-1.999999999990898,-303.0000000000088,,-304.9999999999997
2018.04.16,-22.999999999995246,-304.9999999999997,,-327.99999999999494
2018.04.16,-46.999999999997044,-292.00000000000335,,-339.0000000000004
2018.04.16,-72.99999999998974,-282.0000000000045,,-354.9999999999942
2018.04.16,-112.000000000001,-297.9999999999983,,-409.9999999999993
2018.04.16,-116.99999999998934,-290.9999999999968,,-407.99999999998613
2018.04.16,-137.9999999999937,-270.00000000001467,,-408.00000000000836
2018.04.16,-110.99999999999443,-258.0000000000027,,-368.9999999999971
2018.04.16,-126.0000000000039,-255.00000000000523,,-381.0000000000091
2018.04.16,-117.99999999999588,-251.00000000000122,,-368.9999999999971
2018.04.16,-106.00000000000608,-235.00000000000742,,-341.00000000001353
2018.04.16,-92.00000000000318,-234.00000000000088,,-326.0000000000041
2018.04.16,-59.99999999999339,-259.0000000000092,,-319.0000000000026
2018.04.16,-36.999999999998145,-266.0000000000107,,-303.0000000000088
2018.04.16,-43.999999999999595,-290.9999999999968,,-334.9999999999964
2018.04.16,-97.9999999999981,-304.9999999999997,,-402.99999999999784
2018.04.16,-95.00000000000064,-283.99999999999534,,-378.99999999999596
2018.04.16,-79.00000000000685,-293.0000000000099,,-372.0000000000167
2018.04.16,-304.9999999999997,-343.00000000000443,,-648.0000000000041
2018.04.16,-344.99999999999534,-317.0000000000117,,-662.000000000007
2018.04.16,-395.99999999999636,-287.000000000015,,-683.0000000000114
2018.04.16,-356.00000000000074,-263.99999999999756,,-619.9999999999983
2018.04.16,-449.9999999999948,-242.00000000000887,,-692.0000000000036
2018.04.16,-354.9999999999942,-214.00000000000307,,-568.9999999999973
2018.04.16,-367.0000000000062,-246.00000000001288,,-613.0000000000191
2018.04.16,-394.00000000000546,-287.9999999999994,,-682.0000000000048
2018.04.16,-445.0000000000065,-302.0000000000023,,-747.0000000000088
2018.04.16,-434.9999999999854,-312.00000000000114,,-746.9999999999866
2018.04.16,-541.9999999999981,-351.0000000000124,,-893.0000000000105
2018.04.16,-655.9999999999899,-313.00000000000773,,-968.9999999999976
2018.04.16,-641.0000000000027,-273.0000000000121,,-914.0000000000148
2018.04.16,-631.0000000000038,-218.00000000000708,,-849.0000000000108
2018.04.16,-530.9999999999926,-219.99999999999798,,-750.9999999999906
2018.04.16,-415.99999999999415,-251.00000000000122,,-666.9999999999953
2018.04.16,-438.9999999999894,-256.99999999999613,,-695.9999999999856
2018.04.16,-485.99999999998647,-236.99999999999832,,-722.9999999999848
2018.04.16,-563.0000000000024,-260.0000000000158,,-823.0000000000182
2018.04.16,-541.9999999999981,-285.00000000000193,,-827.0
2018.04.16,-509.00000000000387,-314.00000000001427,,-823.0000000000182
2018.04.16,-513.9999999999923,-309.0000000000037,,-822.9999999999959
2018.04.16,-536.9999999999875,-334.00000000001205,,-870.9999999999995
2018.04.16,-531.9999999999991,-333.0000000000055,,-865.0000000000045
2018.04.16,-485.99999999998647,-343.00000000000443,,-828.9999999999909
2018.04.16,-541.9999999999981,-344.99999999999534,,-886.9999999999934
2018.04.16,-550.9999999999903,-346.0000000000019,,-896.9999999999923
2018.04.17,-523.9999999999911,-333.0000000000055,,-856.9999999999966
2018.04.17,-526.9999999999886,-327.99999999999494,,-854.9999999999836
2018.04.17,-550.9999999999903,-337.0000000000095,,-887.9999999999998
2018.04.17,-546.000000000002,-336.00000000000296,,-882.000000000005
2018.04.17,-531.9999999999991,-338.0000000000161,,-870.0000000000152
2018.04.17,-564.9999999999933,-338.0000000000161,,-903.0000000000093
2018.04.17,-567.9999999999907,-350.00000000000585,,-917.9999999999966
2018.04.17,-587.0000000000042,-405.0000000000109,,-992.0000000000151
2018.04.17,-590.0000000000016,-415.0000000000098,,-1005.0000000000114
2018.04.17,-574.9999999999922,-426.9999999999996,,-1001.9999999999918
2018.04.17,-523.0000000000068,-388.9999999999949,,-912.0000000000017
2018.04.17,-523.9999999999911,-390.0000000000015,,-913.9999999999926
2018.04.17,-551.9999999999969,-400.00000000000034,,-951.9999999999973
2018.04.17,-527.9999999999951,-435.0000000000076,,-963.0000000000027
2018.04.17,-574.9999999999922,-458.00000000000284,,-1032.999999999995
2018.04.17,-553.9999999999878,-449.9999999999948,,-1003.9999999999827
