date,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,CHFJPY,CADCHF,AUDCHF,NZDCHF,EURGBP,GBPJPY,GBPAUD,EURCAD,EURAUD,EURNZD,CADJPY,NZDJPY,AUDCAD,NZDCAD,empty,sum
2017.10.30,-48.99999999999905,-218.99999999999142,-95.00000000000064,-34.000000000006025,-2.999999999997449,-2.000000000002,-97.9999999999981,-44.00000000001114,-101.99999999999099,-75.9999999999983,-165.00000000000404,-7.9999999999968985,-151.9999999999868,-7.0000000000014495,-80.99999999999774,-15.999999999993797,-49.99999999999449,-30.000000000001137,-86.00000000001273,-5.999999999994898,-102.99999999999754,,-1425.9999999999766
2017.10.30,23.00000000000635,-259.0000000000092,-35.00000000000725,-21.000000000000796,-2.999999999997449,-7.0000000000014495,-29.000000000001247,-93.00000000000352,-112.99999999999643,-90.99999999999665,-85.99999999999719,-10.999999999994348,-168.00000000000637,99.99999999998899,-46.999999999997044,-17.000000000000348,-341.99999999999784,-7.999999999995566,-20.000000000010232,-12.000000000000899,-31.000000000003247,,-1270.0000000000216
2017.10.30,56.0000000000005,-245.0000000000063,-8.000000000008,-1.0000000000047748,-2.0000000000131024,17.000000000000348,66.99999999999484,-16.000000000005343,-97.9999999999981,-58.99999999999794,-16.0000000000049,-31.000000000003247,-242.999999999995,246.99999999999721,-86.0000000000083,-72.0000000000054,-373.99999999998545,-36.99999999999193,43.99999999999693,-57.99999999999139,19.00000000000235,,-896.0000000000268
2017.10.30,121.99999999999989,-181.9999999999933,69.9999999999923,-12.000000000000455,92.99999999998754,-5.999999999994898,117.00000000000044,-55.00000000000682,-96.99999999999153,-14.000000000002899,-75.00000000000284,-29.999999999996696,-134.9999999999909,190.00000000000128,-53.999999999998494,-144.99999999999514,-421.99999999998903,13.999999999995794,131.00000000000023,-104.99999999999955,90.99999999999665,,-503.99999999998846
2017.10.30,85.00000000000173,-278.00000000000045,-43.00000000001525,-34.99999999999659,53.999999999998494,-0.999999999995449,103.99999999999298,-44.00000000001114,-85.99999999999719,-36.0000000000027,29.000000000001247,-24.000000000001798,-213.99999999999864,356.9999999999851,-178.00000000001148,7.0000000000014495,-460.9999999999781,21.000000000000796,141.9999999999959,-56.99999999999594,77.00000000000485,,-581.000000000022
2017.10.30,114.00000000000298,-269.9999999999925,-22.0000000000109,-37.00000000000614,87.99999999999919,46.999999999997044,107.99999999999699,-18.000000000000682,-61.999999999995396,-94.00000000000519,46.00000000000159,-17.999999999995797,-233.99999999998045,458.9999999999872,-170.00000000000347,106.99999999999044,-534.9999999999966,25.000000000005684,143.99999999999125,-51.99999999999649,79.00000000000685,,-295.0000000000043
2017.10.30,87.99999999999919,-296.0000000000074,-26.0000000000149,-54.000000000002046,99.00000000000463,24.000000000001798,139.00000000000023,-27.000000000001023,-85.99999999999719,-111.00000000000554,78.00000000000028,-25.999999999992696,-269.00000000000546,425.99999999999307,-158.0000000000137,62.99999999999084,-578.9999999999961,-15.999999999991132,167.99999999999216,-46.999999999997044,117.00000000000044,,-493.0000000000416
2017.10.30,111.00000000000554,-326.9999999999884,-14.000000000002899,-43.00000000000637,92.00000000000318,-20.999999999993246,141.99999999999767,-22.00000000000557,-90.99999999999665,-114.99999999999844,75.00000000000284,-53.999999999998494,-322.00000000000273,320.9999999999935,-131.99999999999878,-85.00000000000173,-567.9999999999907,-24.00000000000091,146.99999999999136,-107.00000000000153,136.00000000000279,,-900.9999999999898
2017.10.30,90.0000000000012,-334.9999999999964,-38.0000000000047,-55.00000000000682,58.99999999998684,-44.99999999999504,156.00000000000057,-45.000000000001705,-100.00000000000009,-50.0000000000056,104.00000000000409,-53.999999999998494,-243.99999999999977,237.99999999998266,-141.00000000001333,-83.00000000001084,-712.9999999999859,-1.9999999999953388,219.99999999999886,-117.00000000000044,163.99999999999747,,-991.0000000000427
2017.10.30,48.000000000003595,-279.99999999999136,-90.00000000001229,-90.00000000000341,24.000000000001798,-71.99999999999429,174.99999999999181,-33.00000000000125,-109.99999999999899,-48.000000000003595,124.99999999999733,6.0000000000060005,-189.99999999999773,208.99999999999253,-160.00000000000458,-72.99999999998974,-860.9999999999784,-12.000000000000455,244.99999999999034,-117.99999999999588,228.00000000000597,,-1076.9999999999827
