date,AUDUSD,NZDUSD,GBPCHF,CHFJPY,GBPJPY,EURJPY,CADJPY,AUDNZD,empty,sum
2016.09.12,-40.00000000000669,-29.000000000001247,11.999999999989797,81.99999999999363,51.9999999999925,-2.0000000000095497,100.00000000000853,-5.000000000010552,,169.99999999995643
2016.09.12,-47.00000000000814,-80.00000000000229,78.00000000000028,31.999999999996476,27.000000000015234,15.000000000000568,61.99999999999761,-83.00000000001084,,3.9999999999889013
2016.09.12,0.999999999995449,-73.00000000000084,49.99999999999449,64.00000000000716,8.000000000009777,39.00000000000148,-9.999999999990905,-109.00000000000354,,-29.999999999986912
2016.09.12,14.999999999998348,9.00000000000345,4.999999999988347,-144.99999999999602,-312.9999999999882,-179.00000000000205,-137.99999999999102,-22.0000000000109,,-767.9999999999981
2016.09.12,-9.00000000000345,-76.99999999999375,70.99999999999883,-93.00000000000352,-173.00000000000182,-108.00000000000409,-91.99999999999875,-107.00000000001265,,-588.0000000000192
2016.09.12,-53.00000000000304,-144.99999999999514,110.99999999999443,-10.000000000005116,-25.999999999982037,-16.999999999995907,-21.99999999999136,-136.00000000000279,,-297.99999999998096
2016.09.12,-53.00000000000304,-146.99999999999713,103.99999999999298,81.99999999999363,90.00000000000341,88.99999999999864,23.000000000010346,-136.00000000000279,,51.99999999999605
2016.09.12,-73.00000000000084,-234.00000000000088,45.99999999999049,158.00000000000125,122.0000000000141,227.99999999999443,9.000000000000341,-231.0000000000034,,24.99999999999551
2016.09.12,-3.0000000000085514,-163.00000000000205,65.99999999998829,31.999999999996476,-2.0000000000095497,93.99999999999409,-88.99999999999864,-231.0000000000034,,-296.0000000000433
2016.09.12,134.99999999999625,-12.999999999996348,79.99999999999119,-78.00000000000296,-144.00000000000546,-16.000000000005343,-174.99999999999716,-209.00000000001472,,-420.00000000003456
2016.09.12,96.99999999999153,19.00000000000235,165.9999999999995,-10.99999999999568,32.00000000001069,54.99999999999261,-81.00000000000307,-113.00000000000753,,163.99999999999037
2016.09.12,78.00000000000028,-17.999999999995797,141.99999999999767,21.000000000000796,49.000000000006594,84.99999999999375,-54.99999999999261,-138.0000000000159,,163.9999999999948
2016.09.12,80.99999999999774,39.00000000000014,156.00000000000057,-16.000000000005343,21.99999999999136,61.99999999999761,-79.9999999999983,-56.000000000011596,,207.9999999999722
2016.09.12,35.999999999991594,-21.999999999999797,129.99999999998568,-40.00000000000625,-43.00000000000637,54.000000000002046,-79.9999999999983,-82.00000000000429,,-47.0000000000357
2016.09.12,18.999999999991246,-2.999999999997449,220.99999999998232,-69.00000000000261,19.000000000005457,43.99999999999693,-93.00000000000352,-36.999999999998145,,100.99999999997422
2016.09.12,37.99999999999359,9.00000000000345,205.99999999999508,-46.00000000000648,27.999999999991587,72.00000000000273,-66.0000000000025,-48.000000000003595,,192.9999999999739
2016.09.12,35.999999999991594,-56.0000000000005,261.9999999999845,-57.999999999992724,75.00000000001705,64.99999999999773,-76.99999999999818,-131.00000000001444,,115.999999999985
2016.09.12,39.00000000000014,-56.99999999999594,281.99999999998226,-90.99999999999397,60.000000000002274,15.000000000000568,-104.99999999998977,-138.0000000000159,,4.999999999989683
2016.09.12,103.99999999999298,2.999999999997449,150.99999999999002,10.000000000005116,39.99999999999204,78.00000000000296,-81.00000000000307,-148.00000000001478,,156.9999999999627
