date,EURJPY,NZDCAD,empty,sum
2019.07.01,-302.0000000000067,-63.00000000000195,,-365.00000000000864
2019.07.01,-382.000000000005,-71.99999999999429,,-453.9999999999993
2019.07.01,-515.0000000000006,-51.99999999999649,,-566.999999999997
2019.07.01,-686.9999999999976,-71.99999999999429,,-758.9999999999919
2019.07.01,-671.0000000000065,-109.00000000000354,,-780.00000000001
2019.07.01,-543.9999999999969,-115.99999999999389,,-659.9999999999908
2019.07.01,-448.99999999999807,-93.99999999999409,,-542.9999999999922
2019.07.01,-302.0000000000067,-87.99999999999919,,-390.0000000000059
2019.07.01,-292.0000000000016,6.0000000000060005,,-285.99999999999557
2019.07.01,-254.0000000000049,77.00000000000485,,-177.00000000000006
2019.07.01,-213.99999999999864,56.0000000000005,,-157.99999999999812
2019.07.01,-221.00000000000364,43.00000000000415,,-177.9999999999995
2019.07.01,-213.00000000000807,34.99999999999615,,-178.00000000001194
2019.07.01,-243.0000000000092,53.999999999998494,,-189.00000000001071
2019.07.01,-281.9999999999965,14.999999999998348,,-266.9999999999981
2019.07.01,-237.00000000000898,21.999999999999797,,-215.00000000000918
2019.07.01,-168.00000000000637,11.00000000000545,,-157.0000000000009
2019.07.01,-52.99999999999727,109.99999999999899,,57.00000000000172
2019.07.01,-206.00000000000307,129.9999999999968,,-76.00000000000628
2019.07.01,-251.00000000000477,146.00000000000168,,-105.0000000000031
2019.07.01,-234.00000000000887,126.0000000000039,,-108.00000000000497
2019.07.01,-103.00000000000864,131.00000000000333,,27.999999999994685
2019.07.01,-23.000000000010346,95.99999999999609,,72.99999999998575
2019.07.01,-49.99999999999716,21.999999999999797,,-27.99999999999736
2019.07.01,-2.0000000000095497,-4.999999999999449,,-7.000000000008999
2019.07.01,27.999999999991587,70.0000000000034,,97.99999999999498
2019.07.01,-36.000000000001364,97.00000000000264,,61.00000000000128
2019.07.01,-63.00000000000239,97.00000000000264,,34.000000000000256
2019.07.01,-298.0000000000018,107.00000000000153,,-191.00000000000028
2019.07.01,-256.0000000000002,146.00000000000168,,-109.99999999999855
2019.07.01,-314.9999999999977,143.00000000000423,,-171.9999999999935
2019.07.01,-326.0000000000076,163.00000000000205,,-163.00000000000557
2019.07.01,-284.9999999999966,163.99999999999747,,-120.99999999999912
2019.07.01,-188.0000000000024,153.00000000000313,,-34.99999999999926
2019.07.01,-133.00000000000978,136.99999999999824,,3.999999999988461
2019.07.01,-97.99999999999898,236.00000000000287,,138.0000000000039
2019.07.01,-16.000000000005343,280.9999999999979,,264.99999999999255
2019.07.01,57.999999999992724,273.9999999999965,,331.9999999999892
2019.07.01,79.9999999999983,265.0000000000041,,345.0000000000024
2019.07.01,110.99999999999,258.9999999999981,,369.9999999999881
2019.07.01,150.99999999999625,248.00000000000378,,399.0
2019.07.01,232.99999999998988,267.00000000000614,,499.999999999996
2019.07.01,253.0000000000001,261.0000000000001,,514.0000000000002
2019.07.01,243.99999999999977,265.99999999999955,,509.9999999999993
2019.07.01,256.0000000000002,255.00000000000523,,511.00000000000546
2019.07.01,260.9999999999957,250.00000000000577,,511.0000000000015
2019.07.01,271.0000000000008,246.00000000000176,,517.0000000000025
2019.07.01,286.9999999999919,236.99999999999832,,523.9999999999902
2019.07.02,254.99999999999545,250.00000000000577,,505.00000000000125
2019.07.02,248.99999999999523,273.000000000001,,521.9999999999962
2019.07.02,271.0000000000008,229.99999999999687,,500.99999999999767
2019.07.02,408.9999999999918,231.99999999999886,,640.9999999999907
2019.07.02,353.9999999999992,229.99999999999687,,583.9999999999961
2019.07.02,346.00000000000364,250.00000000000577,,596.0000000000094
2019.07.02,313.99999999999295,270.99999999999903,,584.999999999992
2019.07.02,284.9999999999966,246.99999999999721,,531.9999999999939
2019.07.02,286.00000000000136,234.99999999999633,,520.9999999999977
2019.07.02,266.9999999999959,258.0000000000027,,524.9999999999986
2019.07.02,301.9999999999925,270.0000000000036,,571.9999999999961
2019.07.02,365.99999999999966,217.0000000000005,,583.0000000000002
2019.07.02,340.0000000000034,209.9999999999991,,550.0000000000025
2019.07.02,343.9999999999941,189.00000000000583,,532.9999999999999
2019.07.02,376.99999999999534,209.9999999999991,,586.9999999999944
2019.07.02,298.9999999999924,204.99999999999963,,503.99999999999204
2019.07.02,301.9999999999925,267.00000000000614,,568.9999999999986
2019.07.02,328.00000000000296,290.00000000000136,,618.0000000000043
2019.07.02,245.9999999999951,355.0000000000053,,601.0000000000005
2019.07.02,215.0000000000034,404.99999999999983,,620.0000000000032
2019.07.02,262.00000000000045,444.9999999999954,,706.9999999999959
2019.07.02,302.99999999999727,517.9999999999962,,820.9999999999935
2019.07.02,439.9999999999977,472.00000000000574,,912.0000000000034
2019.07.02,427.99999999999727,433.0000000000056,,861.000000000003
2019.07.02,399.9999999999915,426.9999999999996,,826.9999999999911
2019.07.02,134.9999999999909,409.0000000000038,,543.9999999999948
2019.07.02,212.0000000000033,367.0000000000062,,579.0000000000095
2019.07.02,299.99999999999716,441.0000000000025,,740.9999999999997
2019.07.02,319.0000000000026,446.9999999999974,,766.0
2019.07.02,277.9999999999916,461.99999999999574,,739.9999999999873
2019.07.02,296.99999999999704,467.0000000000063,,764.0000000000034
2019.07.02,363.9999999999901,328.0000000000061,,691.9999999999961
2019.07.02,385.9999999999957,370.00000000000364,,755.9999999999993
2019.07.02,381.9999999999908,329.00000000000153,,710.9999999999923
2019.07.02,432.00000000000216,341.99999999999784,,774.0
2019.07.02,441.99999999999307,329.999999999997,,771.99999999999
2019.07.02,527.9999999999916,317.0000000000006,,844.9999999999923
2019.07.02,579.9999999999983,307.0000000000017,,887.0
2019.07.02,638.9999999999958,331.999999999999,,970.9999999999948
2019.07.02,664.999999999992,348.00000000000387,,1012.9999999999959
2019.07.02,700.0000000000028,378.999999999996,,1078.9999999999989
2019.07.02,744.9999999999903,375.9999999999986,,1120.9999999999889
2019.07.02,748.9999999999952,417.99999999999613,,1166.9999999999914
2019.07.02,837.0000000000033,436.00000000000307,,1273.0000000000064
2019.07.02,849.9999999999943,441.99999999999795,,1291.9999999999923
2019.07.02,849.0000000000038,456.00000000000085,,1305.0000000000045
2019.07.02,876.9999999999953,465.9999999999998,,1342.999999999995
