,name,direction
0,USDCHF,S
1,NZDUSD,B
2,GBPCHF,B
3,EURCHF,B
4,GBPJPY,B
5,GBPCAD,B
6,GBPAUD,B
7,EURJPY,B
8,EURAUD,B
9,AUDJPY,B
10,NZDJPY,B
11,AUDCAD,S
12,AUDNZD,S
