date,USDCHF,GBPUSD,EURUSD,USDJPY,NZDUSD,EURCHF,CHFJPY,AUDCHF,GBPAUD,EURJPY,EURCAD,EURAUD,EURNZD,CADJPY,AUDJPY,NZDJPY,AUDCAD,NZDCAD,empty,sum
2021.07.19,0.0,-8.000000000008,0.0,-36.99999999999193,0.0,-29.00000000001235,-75.9999999999934,-18.999999999991246,-377.0000000000051,-227.00000000000387,0.0,-134.00000000001188,-146.00000000000168,0.0,-4.9999999999954525,0.0,-109.99999999999899,-75.9999999999983,,-1244.0000000000123
2021.07.19,83.9999999999952,0.0,7.0000000000014495,-75.9999999999934,-12.000000000000899,0.0,10.000000000005116,110.00000000001009,-252.0000000000078,-231.99999999999932,18.0000000000069,-154.0000000000097,-181.00000000000892,29.999999999986926,5.000000000009663,-8.000000000009777,-127.99999999999478,-67.9999999999903,,-846.9999999999997
2021.07.19,104.99999999999955,-25.999999999992696,-17.999999999984695,-92.99999999998931,2.000000000002,25.999999999992696,1.0000000000047748,76.0000000000094,-416.00000000001637,-227.00000000000387,83.9999999999952,-302.0000000000023,-226.00000000001506,27.000000000001023,-60.99999999999284,-4.0000000000048885,-105.99999999999498,-154.99999999999403,,-1312.9999999999864
2021.07.19,109.00000000000354,-24.000000000001798,8.000000000008,-51.9999999999925,-6.0000000000060005,51.000000000001044,23.000000000010346,95.00000000000064,-441.0000000000025,-212.99999999999386,214.00000000000307,-387.000000000004,-277.00000000001614,-12.000000000000455,-81.99999999999363,-12.000000000000455,-86.99999999999264,-156.99999999999602,,-1249.9999999999736
2021.07.19,93.99999999999409,-18.0000000000069,41.000000000002146,17.000000000010118,-4.000000000004,49.99999999999449,-4.9999999999954525,88.00000000001029,-440.00000000001813,-168.00000000000637,242.00000000000887,-417.0000000000007,-337.0000000000095,-50.00000000001137,-129.99999999999545,-66.0000000000025,-76.99999999999375,-139.99999999999568,,-1320.0000000000198
2021.07.19,44.99999999999504,-49.00000000001015,38.0000000000047,42.00000000000159,-57.00000000000705,11.00000000000545,-27.000000000001023,6.0000000000060005,-554.00000000001,-143.00000000000068,289.0000000000059,-558.9999999999984,-480.00000000001376,-111.0000000000042,-234.99999999999943,-162.00000000000614,-53.999999999998494,-108.99999999999244,,-2109.0000000000227
2021.07.19,42.999999999993044,-72.0000000000054,16.000000000016,67.99999999999784,-124.99999999999733,7.0000000000014495,-18.999999999991246,-34.99999999999615,-660.0000000000161,-118.99999999999977,293.99999999999426,-644.0000000000001,-619.9999999999983,-134.00000000000034,-289.0000000000015,-234.00000000000887,-14.999999999998348,-51.99999999999649,,-2590.0000000000073
2021.07.19,97.00000000000264,-139.00000000000023,-43.999999999999595,79.00000000000773,-221.00000000000452,4.999999999988347,-119.99999999999034,-65.99999999999939,-778.000000000012,-56.99999999998795,317.9999999999961,-713.0000000000081,-765.0000000000157,-221.00000000000364,-378.9999999999907,-340.0000000000034,0.0,-39.00000000000014,,-3383.000000000021
2021.07.19,115.99999999999389,-120.99999999999334,-34.000000000000696,115.0000000000091,-163.99999999999747,8.999999999992347,-123.99999999999523,-19.999999999997797,-702.0000000000026,2.999999999985903,287.9999999999994,-621.0000000000049,-600.0000000000006,-214.00000000001285,-339.9999999999892,-286.00000000000136,-5.999999999994898,-44.99999999999504,,-2746.000000000005
2021.07.19,119.99999999999788,-119.00000000000244,-75.00000000000284,76.00000000000762,-163.00000000000205,7.0000000000014495,-98.99999999998954,-12.999999999996348,-691.0000000000193,-2.0000000000095497,286.99999999999284,-597.0000000000031,-565.0000000000155,-181.0000000000116,-310.0000000000023,-257.000000000005,-20.999999999993246,-50.99999999998994,,-2654.0000000000427
2021.07.19,114.99999999999844,-110.99999999999443,-48.99999999998794,57.00000000000216,-192.00000000000327,1.999999999990898,-68.9999999999884,-17.000000000000348,-690.0000000000128,-22.999999999996135,351.0000000000124,-599.0000000000161,-650.0000000000173,-187.00000000001182,-290.9999999999968,-269.00000000000546,-37.99999999999359,-39.00000000000014,,-2699.0000000000205
2021.07.19,120.99999999999334,-151.9999999999966,-49.99999999999449,72.00000000000273,-216.0000000000051,4.000000000004,-66.99999999999307,-39.999999999995595,-674.000000000019,-28.999999999996362,409.99999999999926,-653.999999999999,-723.0000000000069,-217.00000000001296,-316.0000000000025,-313.0000000000024,-48.99999999999905,-39.999999999995595,,-2933.0000000000186
2021.07.19,126.99999999999933,-137.9999999999937,-31.999999999987594,67.00000000000728,-216.0000000000051,11.00000000000545,-59.99999999998806,-30.999999999992145,-697.0000000000143,-34.99999999999659,428.00000000000614,-640.0000000000183,-718.0000000000186,-210.00000000000796,-305.9999999999974,-302.0000000000067,-48.99999999999905,-66.99999999999484,,-2868.0000000000027
2021.07.19,119.00000000000244,-83.9999999999952,-17.000000000000348,42.00000000000159,-135.00000000000733,4.999999999988347,-39.00000000000148,2.000000000002,-638.0000000000052,-68.9999999999884,419.9999999999982,-582.0000000000158,-555.0000000000166,-178.00000000001148,-259.9999999999909,-210.99999999999852,-135.99999999999167,-174.99999999999181,,-2491.0000000000223
2021.07.19,102.00000000000209,-59.000000000009045,-5.999999999994898,41.00000000001103,-57.00000000000705,17.000000000000348,-15.999999999991132,29.000000000001247,-564.000000000009,-82.99999999999841,449.9999999999948,-512.0000000000014,-392.00000000001455,-206.00000000000307,-201.99999999999818,-117.00000000000443,-172.99999999998983,-214.99999999999852,,-1963.00000000001
2021.07.19,104.99999999999955,-93.99999999999409,1.0000000000065512,72.00000000000273,-94.00000000000519,17.000000000000348,-56.99999999998795,6.0000000000060005,-581.0000000000093,-70.99999999999795,499.000000000005,-563.0000000000024,-470.9999999999992,-242.00000000000443,-262.00000000000045,-186.9999999999976,-144.99999999999514,-211.99999999998997,,-2278.9999999999636
2021.07.19,102.99999999999754,-87.99999999999919,-1.999999999990898,70.00000000000739,-67.00000000000594,21.00000000000435,-37.9999999999967,31.000000000003247,-537.0000000000097,-67.00000000000728,493.0000000000101,-514.0000000000144,-416.00000000001637,-228.9999999999992,-219.99999999999886,-148.00000000001035,-167.9999999999904,-250.9999999999901,,-2027.0000000000068
2021.07.19,117.99999999999588,-112.000000000001,-38.99999999998904,44.00000000001114,-91.00000000000774,26.999999999999247,-54.99999999999261,16.0000000000049,-597.0000000000031,-69.99999999999318,495.000000000001,-548.0000000000151,-406.00000000001745,-231.99999999999932,-250.99999999999056,-149.0000000000009,-170.99999999999892,-264.999999999993,,-2285.9999999999895
2021.07.19,134.0000000000008,-147.00000000000824,-49.99999999999449,30.000000000001137,-96.00000000000719,19.999999999997797,-72.99999999999329,4.000000000004,-613.0000000000191,-74.00000000001228,482.00000000000466,-578.0000000000118,-421.0000000000047,-242.00000000000443,-266.9999999999959,-158.00000000000125,-135.99999999999167,-234.99999999999633,,-2420.0000000000327
2021.07.19,148.0000000000037,-150.99999999999002,-80.99999999999774,-30.9999999999917,-97.9999999999981,42.999999999993044,-82.99999999999841,17.000000000000348,-620.0000000000206,-97.00000000000841,519.0000000000028,-580.0000000000027,-430.00000000001927,-279.0000000000106,-238.9999999999901,-142.00000000001012,-232.99999999999432,-340.9999999999913,,-2678.000000000023
2021.07.19,239.0000000000003,-496.99999999999187,-252.99999999999213,-27.000000000001023,-224.9999999999974,59.99999999999339,-313.99999999999295,-10.999999999994348,-609.0000000000151,-82.99999999999841,601.9999999999915,-703.0000000000092,-530.0000000000082,-592.000000000013,-405.9999999999917,-291.000000000011,-353.99999999999875,-463.9999999999977,,-4458.000000000027
2021.07.19,198.99999999999363,-482.999999999989,-271.99999999998334,45.000000000001705,-236.00000000000287,-49.00000000001015,-329.9999999999983,-61.999999999995396,-540.0000000000072,193.9999999999884,812.999999999997,-650.0000000000173,-484.00000000001774,-715.0000000000034,-509.00000000000034,-388.00000000000523,-400.9999999999958,-470.9999999999992,,-4339.000000000045
2021.07.19,234.99999999999633,-475.0000000000032,-280.9999999999979,103.9999999999992,-214.99999999999852,-51.000000000001044,-347.999999999999,-23.999999999990695,-584.0000000000067,286.00000000000136,751.0000000000127,-534.0000000000123,-392.00000000001455,-759.0000000000003,-461.9999999999891,-349.00000000000375,-452.99999999999227,-530.9999999999926,,-4081.9999999999923
2021.07.19,256.99999999999613,-600.0000000000006,-400.00000000000034,195.0000000000074,-365.99999999999966,-70.0000000000145,-568.9999999999884,-112.99999999999643,-705.0000000000001,359.00000000000887,977.0000000000057,-722.0000000000005,-596.0000000000188,-1046.0000000000064,-728.9999999999992,-611.0000000000042,-468.9999999999972,-561.0000000000003,,-5769.000000000008
2021.07.19,329.999999999997,-597.0000000000031,-397.99999999998727,210.00000000000796,-363.0000000000022,-55.000000000005045,-598.9999999999895,-79.99999999999119,-777.0000000000055,455.99999999998886,1103.9999999999939,-740.0000000000073,-598.0000000000097,-1287.0000000000061,-719.9999999999989,-591.9999999999987,-734.9999999999968,-807.9999999999976,,-6249.000000000012
2021.07.19,285.9999999999974,-449.9999999999948,-312.9999999999855,170.0000000000017,-345.0000000000064,-22.999999999995246,-510.9999999999957,-61.999999999995396,-886.000000000009,368.9999999999998,1452.9999999999932,-706.0000000000066,-668.0000000000019,-1220.0000000000132,-632.9999999999956,-561.9999999999976,-799.9999999999897,-791.9999999999927,,-5692.999999999987
2021.07.19,239.99999999999577,-458.00000000000284,-336.00000000000296,195.99999999999795,-414.9999999999987,-52.000000000007596,-500.0,-111.99999999998988,-873.0000000000126,354.99999999998977,1488.0000000000005,-760.0000000000051,-806.0000000000178,-1481.0000000000086,-694.9999999999932,-654.0000000000106,-963.9999999999982,-922.999999999996,,-6750.000000000061
2021.07.19,298.9999999999937,-588.9999999999951,-343.99999999998875,186.00000000000705,-509.9999999999993,-59.000000000009045,-498.9999999999952,-139.00000000000023,-809.9999999999997,414.99999999999204,1723.9999999999923,-838.0000000000055,-1049.0000000000111,-1403.000000000006,-702.9999999999887,-721.0000000000036,-886.9999999999934,-788.9999999999952,,-6716.000000000006
2021.07.19,264.999999999993,-619.9999999999983,-343.99999999998875,176.00000000000193,-519.0000000000028,-62.000000000006494,-434.99999999998806,-202.9999999999976,-867.0000000000177,390.99999999999113,1554.9999999999952,-963.0000000000027,-1066.0000000000114,-1319.0000000000027,-742.999999999995,-722.999999999999,-793.9999999999947,-677.9999999999898,,-6949.000000000015
2021.07.19,224.000000000002,-607.0000000000019,-368.9999999999971,253.0000000000001,-587.9999999999997,-107.00000000001265,-593.9999999999941,-249.99999999999466,-991.0000000000085,478.00000000000864,1591.9999999999934,-1026.0000000000157,-1222.000000000012,-1407.0000000000107,-923.0000000000018,-913.0000000000109,-649.999999999995,-570.9999999999993,,-7671.00000000005
2021.07.19,236.99999999999832,-739.0000000000008,-414.00000000000324,332.00000000000784,-763.9999999999981,-151.00000000001222,-670.9999999999923,-338.9999999999893,-1146.0000000000025,639.00000000001,1404.0000000000052,-1161.000000000012,-1517.0000000000127,-1427.0000000000068,-1083.999999999989,-1135.000000000005,-629.9999999999973,-500.9999999999959,,-9066.999999999996
2021.07.19,81.9999999999932,-699.9999999999895,-346.0000000000019,448.99999999999807,-658.0000000000031,-191.00000000000784,-641.9999999999959,-334.9999999999964,-1135.0000000000193,656.0000000000059,1340.9999999999923,-1119.0000000000034,-1351.0000000000132,-1353.999999999999,-1045.0000000000018,-1064.9999999999977,-445.99999999999085,-308.9999999999926,,-8168.000000000024
