date,GBPUSD,EURUSD,USDJPY,USDCAD,NZDUSD,EURCHF,CADCHF,EURGBP,GBPJPY,EURJPY,EURCAD,EURAUD,EURNZD,AUDCAD,empty,sum
2021.11.22,-5.999999999994898,-68.00000000000139,-72.00000000000273,-53.00000000001415,-128.00000000000588,0.0,-86.0000000000083,-2.000000000002,-33.00000000001546,-204.99999999998408,-63.99999999999739,-24.000000000001798,-48.000000000003595,-78.00000000000028,,-867.0000000000321
2021.11.22,-2.999999999997449,-49.00000000001015,-123.99999999999523,-45.000000000006146,-102.00000000000209,28.999999999990145,-118.00000000000699,8.999999999992347,99.99999999999432,24.00000000000091,-39.999999999995595,35.999999999991594,69.9999999999923,-68.00000000000139,,-281.00000000005343
2021.11.22,-89.99999999999008,-172.0000000000166,-167.0000000000016,-155.00000000001623,-131.99999999999878,9.999999999998899,-143.9999999999997,10.999999999994348,115.0000000000091,38.000000000010914,-120.99999999999334,-67.00000000001705,357.00000000000733,-34.000000000000696,,-551.0000000000134
2021.11.22,-89.99999999999008,-168.0000000000126,-227.00000000000387,-159.00000000002024,-136.00000000000279,11.999999999989797,-146.00000000000168,45.99999999999049,118.99999999999977,53.00000000002569,-110.99999999999443,-63.000000000013046,358.9999999999982,4.999999999999449,,-506.00000000003547
2021.11.22,-79.99999999999119,-146.00000000000168,-227.00000000000387,-190.00000000000128,-133.00000000000534,30.999999999981043,-108.00000000000809,60.99999999999994,139.99999999998636,89.00000000002706,-8.999999999992347,-60.99999999999994,404.0000000000044,73.99999999999629,,-155.00000000000864
2021.11.22,-31.000000000003247,-114.0000000000141,-188.99999999999295,-151.00000000001222,-163.00000000000205,27.999999999983594,-111.00000000000554,45.99999999999049,179.00000000000205,126.00000000000477,-12.999999999996348,30.999999999981043,458.00000000000284,4.999999999999449,,100.99999999993771
2021.11.22,-28.999999999990145,-84.0000000000174,-263.00000000000523,-108.00000000001918,-128.00000000000588,45.99999999999049,-138.00000000000477,69.9999999999923,167.0000000000016,127.00000000000955,-8.000000000008,1.999999999990898,367.99999999999056,24.000000000001798,,45.99999999992648
2021.11.22,-105.99999999998388,-235.00000000000742,-266.00000000000534,-164.00000000000858,-141.99999999999767,39.999999999995595,-179.00000000000693,19.999999999997797,210.9999999999843,63.0000000000166,-137.9999999999937,-157.00000000000713,255.99999999998957,53.999999999998494,,-743.0000000000283
2021.11.22,-112.000000000001,-188.00000000001037,-298.0000000000018,-137.00000000000932,-121.00000000000443,43.999999999999595,-180.0000000000024,37.99999999999359,246.00000000000932,153.00000000002,-109.99999999998789,-213.00000000001873,296.0000000000074,99.00000000000463,,-483.0000000000015
2021.11.22,-95.00000000000064,-228.00000000000597,-280.9999999999917,-146.00000000000168,-129.00000000000134,18.999999999991246,-168.00000000000148,8.999999999992347,200.9999999999934,55.00000000000682,-146.00000000000168,-189.00000000001694,272.00000000000557,80.00000000000229,,-746.0000000000299
2021.11.22,-98.99999999998244,-236.00000000001398,-272.00000000000557,-136.00000000000279,-184.00000000000637,1.999999999990898,-179.00000000000693,5.999999999994898,216.99999999998454,56.000000000011596,-200.00000000000017,-298.00000000002046,256.99999999999613,80.99999999999774,,-985.000000000063
2021.11.22,-114.99999999999844,-234.00000000000088,-266.9999999999959,-109.00000000000354,-187.9999999999993,-28.000000000005798,-179.00000000000693,11.999999999989797,216.99999999998454,86.00000000001273,-202.9999999999976,-307.00000000001285,324.9999999999975,119.00000000000244,,-871.0000000000343
2021.11.22,-42.999999999993044,-182.0000000000155,-262.00000000000045,-48.000000000003595,-111.00000000000554,-24.000000000001798,-184.00000000000637,9.999999999998899,233.0000000000041,89.00000000002706,-218.99999999999142,-424.00000000000216,208.00000000000819,143.00000000000423,,-813.9999999999776
2021.11.22,4.000000000004,-167.00000000000603,-262.00000000000045,-17.000000000000348,-33.000000000005244,-23.00000000001745,-174.00000000000747,-12.000000000000899,325.9999999999934,138.00000000000523,-212.99999999999653,-514.9999999999987,18.0000000000069,209.00000000000364,,-721.0000000000199
2021.11.22,21.00000000000435,-161.99999999999548,-236.99999999999477,-36.0000000000138,-24.000000000001798,-4.000000000004,-175.00000000000293,-13.00000000000745,335.9999999999843,128.00000000001432,-182.99999999999983,-437.0000000000207,113.00000000000753,207.00000000000162,,-466.00000000002865
2021.11.22,2.999999999997449,-185.99999999999727,-254.0000000000049,-58.000000000002494,-48.000000000003595,9.999999999998899,-186.00000000000838,-20.0000000000089,296.99999999999704,96.00000000000364,-187.00000000000384,-498.00000000002063,-112.000000000001,195.9999999999962,,-947.0000000000578
2021.11.22,2.0000000000131024,-161.99999999999548,-269.999999999996,-53.00000000001415,41.9999999999976,21.999999999988695,-197.00000000000273,-4.000000000004,336.9999999999891,147.00000000001978,-197.00000000000273,-491.0000000000192,-72.0000000000054,204.99999999999963,,-691.0000000000317
2021.11.22,-11.999999999989797,-229.00000000001253,-281.9999999999965,-50.0000000000167,8.999999999992347,35.999999999991594,-246.00000000000176,-31.000000000003247,335.00000000000796,96.00000000000364,-268.0000000000016,-486.00000000000864,-59.99999999999339,177.00000000000495,,-1011.0000000000239
2021.11.22,-58.000000000002494,-258.0000000000027,-335.9999999999985,-93.00000000000975,-14.999999999998348,28.999999999990145,-264.0000000000087,-60.00000000000449,311.9999999999834,84.00000000000318,-272.00000000000557,-507.000000000013,-62.99999999999084,180.99999999999784,,-1320.00000000006
2021.11.22,-108.99999999998133,-283.000000000011,-353.9999999999992,-77.00000000001594,-9.00000000000345,-80.00000000001339,-257.0000000000072,-24.000000000001798,296.99999999999704,83.00000000002683,-309.99999999998806,-577.0000000000052,-173.00000000000094,185.00000000000182,,-1688.000000000002
2021.11.22,-180.99999999998673,-283.000000000011,-340.0000000000034,-114.0000000000141,4.999999999999449,-121.99999999999989,-203.00000000000873,-13.00000000000745,81.99999999999363,41.00000000002524,-289.0000000000059,-577.0000000000052,-185.99999999999727,187.00000000000384,,-1993.0000000000175
2021.11.22,-194.99999999998963,-236.00000000001398,-272.00000000000557,-59.000000000009045,-58.99999999999794,-139.00000000000023,-200.00000000000017,33.9999999999896,39.99999999999204,58.000000000021146,-297.9999999999983,-531.9999999999991,-112.000000000001,160.00000000000458,,-1810.0000000000077
2021.11.22,-192.99999999999872,-234.00000000000088,-251.99999999999534,-44.0000000000218,-73.00000000000084,-118.00000000001809,-163.00000000000205,50.99999999998994,67.00000000000728,55.00000000000682,-272.99999999998994,-482.00000000000466,99.99999999998899,160.00000000000458,,-1399.0000000000346
2021.11.22,-150.99999999999002,-114.99999999999844,-221.9999999999942,-49.00000000001015,-92.99999999999864,-87.00000000001484,-121.00000000000443,79.99999999999119,70.99999999999795,157.0000000000107,-170.00000000000347,-491.0000000000192,120.00000000000898,227.99999999999488,,-843.0000000000297
2021.11.22,-122.99999999998423,-100.0000000000112,-260.0000000000051,-40.0000000000178,-41.000000000002146,-43.00000000001525,-171.00000000001003,100.99999999999554,155.00000000000114,193.00000000001205,-126.99999999998823,-474.0000000000189,110.99999999999443,261.0000000000001,,-558.0000000000496
2021.11.22,-79.99999999999119,-78.00000000000028,-280.9999999999917,-12.000000000012001,2.999999999997449,26.999999999999247,-180.0000000000024,101.99999999999099,263.00000000000523,275.0000000000057,-133.00000000000534,-470.9999999999992,126.99999999998823,251.99999999999667,,-186.00000000001862
2021.11.22,-80.99999999999774,-78.00000000000028,-290.9999999999968,26.999999999999247,21.999999999999797,-41.000000000002146,-167.00000000000603,80.99999999999774,246.00000000000932,273.00000000002456,-182.99999999999983,-542.0000000000202,120.00000000000898,224.9999999999974,,-388.99999999998613
2021.11.22,-34.99999999998504,-228.00000000000597,-322.9999999999933,-23.00000000001745,-40.00000000000669,-199.00000000001583,-191.00000000000784,-27.00000000001035,209.00000000000318,26.00000000001046,-302.0000000000023,-609.9999999999994,73.99999999999629,234.00000000000088,,-1435.0000000000337
2021.11.22,-22.999999999995246,-163.00000000000205,-248.00000000000466,4.999999999988347,-18.0000000000069,-171.00000000001003,-130.0000000000079,-21.999999999999797,251.00000000000477,112.99999999999955,-279.99999999999136,-577.0000000000052,42.0000000000087,229.00000000000142,,-992.0000000000205
2021.11.22,9.999999999998899,-138.0000000000159,-228.9999999999992,-6.000000000017103,15.999999999993797,-173.00000000000094,-113.00000000000753,-10.000000000010001,286.00000000000136,143.00000000000068,-231.0000000000034,-628.0000000000064,18.999999999991246,275.99999999999847,,-778.0000000000762
2021.11.22,-44.99999999998394,-154.0000000000097,-230.99999999999454,-81.00000000001995,-4.000000000004,-239.00000000001143,-79.00000000000685,0.999999999995449,194.99999999999318,94.99999999999886,-232.99999999999432,-668.0000000000019,-14.000000000002899,265.0000000000041,,-1192.000000000038
2021.11.22,-25.999999999992696,-144.0000000000108,-263.9999999999958,-70.0000000000145,5.999999999994898,-229.00000000001253,-59.000000000009045,-27.00000000001035,210.9999999999843,114.00000000000432,-194.0000000000053,-857.0000000000189,-90.99999999999665,346.0000000000019,,-1284.0000000000812
2021.11.22,-364.9999999999931,-524.9999999999977,-781.9999999999965,-354.0000000000099,-218.00000000000708,-262.00000000000665,-94.00000000000519,-53.00000000000304,287.00000000000614,164.0000000000157,-347.0000000000084,-987.0000000000045,-110.99999999999443,331.999999999999,,-3315.0000000000064
2021.11.22,-487.99999999999955,-517.0000000000119,-828.000000000003,-437.0000000000207,-275.000000000003,-226.00000000001506,-111.00000000000554,-12.000000000000899,462.99999999999386,341.0000000000082,-265.0000000000041,-798.0000000000098,106.99999999999044,341.99999999999784,,-2704.0000000000837
2021.11.22,-324.9999999999975,-459.0000000000094,-831.0000000000031,-377.0000000000051,-294.00000000000534,-96.00000000000719,-164.00000000000858,-29.000000000001247,663.9999999999873,414.0000000000157,-226.99999999999943,-753.0000000000036,242.99999999999324,353.0000000000033,,-1881.0000000000414
2021.11.22,-424.99999999998647,-465.0000000000043,-838.9999999999986,-513.0000000000078,-382.00000000000455,-85.00000000000173,-155.00000000000514,-2.000000000002,611.9999999999948,420.0000000000159,-140.0000000000068,-774.000000000008,317.9999999999961,421.0000000000047,,-2009.0000000000139
2021.11.22,-386.9999999999818,-419.9999999999982,-844.9999999999989,-416.00000000001637,-299.00000000000483,17.999999999984695,-174.00000000000747,45.99999999999049,663.0000000000109,506.0000000000002,-95.00000000000064,-728.0000000000175,391.9999999999924,395.0000000000009,,-1344.0000000000468
2021.11.22,-297.9999999999983,-310.0000000000103,-902.000000000001,-498.00000000002063,-383.0,-30.0000000000189,-45.000000000006146,63.99999999999739,628.9999999999907,536.0000000000014,90.00000000001229,-441.0000000000025,656.9999999999965,326.9999999999995,,-604.0000000000605
