date,GBPUSD,USDJPY,AUDUSD,EURCHF,GBPAUD,EURAUD,EURNZD,NZDJPY,empty,sum
2017.01.30,-26.999999999999247,-146.0000000000008,-20.0000000000089,-47.99999999998139,-103.99999999999298,-187.99999999998818,-55.000000000005045,-59.00000000001171,,-646.9999999999882
2017.01.30,93.99999999999409,-151.00000000001046,19.999999999997797,-33.99999999997849,-9.999999999998899,-139.00000000000023,-72.99999999998974,63.99999999999295,,-228.99999999999295
2017.01.30,-222.00000000001108,-185.00000000000227,-19.00000000000235,-57.99999999998029,-443.99999999999994,-224.000000000002,-68.00000000000139,-8.000000000009777,,-1228.000000000009
2017.01.30,-224.000000000002,9.999999999990905,-35.00000000000725,-29.999999999996696,-563.0000000000024,-289.0000000000059,-113.00000000000753,-86.00000000001273,,-1330.0000000000434
2017.01.30,-232.00000000000998,9.000000000000341,-67.00000000000594,-59.99999999999339,-585.9999999999976,-428.9999999999905,-296.0000000000074,-133.00000000000978,,-1794.0000000000143
2017.01.30,-177.00000000000495,54.99999999999261,-52.000000000007596,-67.9999999999792,-465.99999999998863,-414.00000000000324,-279.00000000000705,-134.00000000000034,,-1534.9999999999982
2017.01.30,-154.0000000000097,92.99999999998931,-45.000000000006146,-95.999999999985,-479.99999999999153,-445.0000000000065,-334.9999999999964,-204.00000000000773,,-1666.0000000000136
2017.01.30,-204.00000000000418,287.9999999999967,-18.0000000000069,-121.99999999999989,-482.00000000000466,-540.9999999999915,-405.9999999999952,-283.00000000000125,,-1768.0000000000068
2017.01.30,-173.00000000000094,302.99999999999727,-40.00000000000669,-114.99999999999844,-527.9999999999951,-551.9999999999969,-394.00000000000546,-246.00000000000932,,-1745.0000000000157
2017.01.30,-141.00000000001333,316.0000000000025,-26.999999999999247,-115.99999999998278,-417.0000000000007,-523.9999999999911,-334.9999999999964,-294.00000000001114,,-1537.9999999999923
2017.01.30,-128.000000000017,375.99999999999056,-40.00000000000669,-116.99999999998934,-468.00000000000176,-573.0000000000013,-367.99999999999056,-338.0000000000081,,-1656.000000000024
2017.01.30,-114.0000000000141,333.999999999989,-43.00000000000415,-108.99999999998133,-473.99999999999665,-561.9999999999958,-431.0000000000036,-348.0000000000132,,-1747.0000000000198
2017.01.30,-50.0000000000167,260.9999999999957,-34.000000000000696,-115.99999999998278,-350.9999999999902,-519.0000000000028,-448.000000000004,-301.00000000000193,,-1558.0000000000032
2017.01.30,-32.0000000000098,224.99999999999432,-53.00000000000304,-123.99999999999079,-346.9999999999862,-534.9999999999966,-513.9999999999923,-296.0000000000065,,-1675.999999999991
2017.01.30,7.0000000000014495,236.99999999999477,-60.99999999999994,-119.99999999998678,-313.99999999999204,-512.0000000000014,-513.9999999999923,-350.0000000000085,,-1626.9999999999845
2017.01.30,26.999999999999247,177.99999999999727,-72.0000000000054,-118.99999999998023,-316.0000000000052,-493.99999999999443,-540.0000000000072,-349.00000000000375,,-1684.9999999999995
2017.01.30,65.99999999998829,101.99999999998965,-104.00000000000409,-121.99999999999989,-350.9999999999902,-519.9999999999872,-553.9999999999878,-308.00000000000693,,-1790.9999999999982
2017.01.30,112.000000000001,146.99999999999136,-92.00000000000318,-118.99999999998023,-270.99999999999903,-493.99999999999443,-479.99999999999153,-296.0000000000065,,-1492.9999999999827
2017.01.30,98.99999999998244,43.99999999999693,-120.00000000000898,-97.9999999999981,-296.9999999999917,-434.9999999999854,-418.0000000000073,-268.0000000000007,,-1493.0000000000127
2017.01.30,121.99999999999989,4.9999999999954525,-121.00000000000443,-75.99999999998718,-265.99999999998846,-384.9999999999909,-456.9999999999963,-325.00000000000284,,-1502.999999999975
2017.01.30,196.99999999998053,-172.00000000001125,-133.00000000000534,-22.999999999995246,-222.99999999999542,-255.00000000000523,-473.99999999999665,-312.0000000000118,,-1395.0000000000405
2017.01.30,289.9999999999903,-147.00000000000557,-142.00000000000878,-11.999999999989797,-139.00000000000023,-278.00000000000045,-370.00000000000364,-218.00000000000352,,-1016.0000000000217
2017.01.30,529.0000000000017,-72.00000000000273,-113.00000000000753,57.00000000001815,259.0000000000092,-157.99999999999147,-280.9999999999979,-273.00000000001035,,-51.999999999980844
2017.01.30,466.9999999999952,-22.00000000000557,-99.00000000000463,43.00000000001525,269.00000000000813,-106.00000000000608,-194.99999999998963,-246.9999999999999,,110.00000000001273
2017.01.30,394.9999999999898,22.999999999996135,-92.99999999999864,21.00000000000435,167.00000000000603,-113.99999999999189,-195.9999999999962,-257.000000000005,,-53.99999999999534
2017.01.30,288.99999999998374,63.00000000000239,-55.000000000005045,19.00000000001345,123.00000000000644,-42.999999999993044,-106.00000000000608,-273.00000000001035,,16.999999999991473
2017.01.30,350.9999999999902,36.99999999999193,-104.00000000000409,24.000000000001798,147.00000000000824,-89.00000000000574,-209.9999999999991,-295.0000000000017,,-139.00000000001842
2017.01.30,499.9999999999893,18.999999999991246,-182.99999999999983,24.000000000001798,131.99999999999878,-9.999999999998899,-78.00000000000028,-378.0000000000001,,25.999999999982037
2017.01.30,548.9999999999995,9.000000000000341,-264.0000000000087,34.000000000000696,90.99999999999665,100.0000000000112,86.99999999999264,-411.00000000000136,,194.99999999999102
2017.01.30,614.9999999999877,-15.000000000000568,-221.99999999999997,150.00000000000568,124.99999999999733,344.00000000001097,324.9999999999975,-425.00000000001137,,896.9999999999873
