date,GBPUSD,USDJPY,AUDUSD,EURCHF,GBPAUD,EURAUD,EURNZD,NZDJPY,empty,sum
2017.01.30,124.99999999999733,-26.00000000001046,32.999999999994145,-8.999999999992347,70.99999999999883,-80.99999999999774,106.00000000000608,81.99999999999363,,300.9999999999895
2017.01.30,130.99999999999224,-125.0,27.999999999994696,-30.999999999981043,12.000000000012001,-139.00000000000023,-52.000000000007596,80.99999999998886,,-95.00000000000105
2017.01.30,-156.00000000000057,57.999999999992724,17.000000000000348,-26.999999999999247,-400.00000000000034,-165.9999999999995,-8.000000000008,0.999999999990564,,-681.000000000024
2017.01.30,-178.00000000001148,113.99999999999011,-12.000000000000899,-23.999999999979593,-499.000000000005,-279.00000000000705,-86.0000000000083,-56.000000000011596,,-1020.0000000000338
2017.01.30,-177.00000000000495,146.99999999999136,8.999999999992347,-39.999999999995595,-455.0000000000054,-309.0000000000037,-211.00000000000563,-107.00000000001353,,-1143.000000000045
2017.01.30,-81.00000000001995,96.9999999999942,-45.000000000006146,-51.99999999998539,-445.99999999999085,-409.99999999999926,-265.99999999998846,-99.00000000000375,,-1301.9999999999995
2017.01.30,-124.00000000001299,305.9999999999974,51.99999999999649,-82.99999999998863,-293.99999999999426,-361.9999999999957,-268.0000000000016,-177.0000000000067,,-950.000000000006
2017.01.30,-163.00000000000205,364.9999999999949,27.999999999994696,-111.99999999997878,-391.000000000008,-463.9999999999977,-361.9999999999957,-242.00000000000443,,-1340.9999999999973
2017.01.30,-116.00000000000499,314.9999999999977,18.999999999991246,-103.99999999999298,-350.00000000000585,-414.00000000000324,-286.00000000000847,-197.00000000000273,,-1133.0000000000293
2017.01.30,-67.00000000001705,423.9999999999924,-26.000000000003798,-100.99999999999554,-385.99999999999744,-516.0000000000053,-327.99999999999494,-292.0000000000016,,-1292.0000000000234
2017.01.30,-111.00000000001664,444.9999999999932,-31.000000000003247,-98.99999999998244,-453.99999999999886,-536.9999999999875,-364.00000000000875,-322.00000000000273,,-1473.0000000000068
2017.01.30,-36.0000000000138,348.99999999998954,-29.000000000001247,-99.99999999998899,-353.0000000000033,-502.00000000000244,-414.00000000000324,-296.0000000000065,,-1381.00000000003
2017.01.30,-29.00000000001235,292.99999999999216,-9.999999999998899,-111.99999999997878,-306.00000000000625,-482.999999999989,-387.000000000004,-231.00000000000875,,-1265.000000000006
2017.01.30,32.999999999994145,259.00000000000034,-40.00000000000669,-114.99999999999844,-285.99999999998624,-492.9999999999879,-421.99999999998903,-256.0000000000002,,-1319.999999999974
2017.01.30,35.999999999991594,283.9999999999918,-48.000000000003595,-117.99999999999588,-302.0000000000023,-486.999999999993,-487.99999999999955,-324.0000000000123,,-1447.0000000000232
2017.01.30,69.9999999999923,186.9999999999976,-60.99999999999994,-112.99999999998533,-279.00000000000705,-458.9999999999872,-489.99999999999045,-279.0000000000106,,-1423.9999999999905
2017.01.30,121.99999999999989,171.99999999999704,-80.00000000000229,-116.99999999998934,-253.99999999999866,-478.0000000000006,-478.0000000000006,-274.0000000000009,,-1386.9999999999955
2017.01.30,148.99999999999915,185.99999999999284,-59.000000000009045,-84.99999999997954,-168.99999999999693,-412.9999999999967,-398.9999999999938,-259.00000000000034,,-1048.9999999999845
2017.01.30,153.9999999999875,54.99999999999261,-89.00000000000574,-61.99999999998429,-236.99999999999832,-377.0000000000051,-353.99999999998766,-185.00000000000227,,-1095.0000000000034
2017.01.30,234.99999999998522,66.0000000000025,-60.00000000000449,-15.999999999993797,-59.99999999999339,-141.99999999999767,-329.00000000000153,-291.000000000011,,-597.0000000000142
2017.01.30,322.9999999999844,-117.00000000000443,-121.99999999999989,3.0000000000196536,-82.99999999998863,-224.99999999998633,-363.0000000000022,-197.00000000000273,,-780.9999999999802
2017.01.30,662.9999999999914,-44.00000000001114,-85.00000000000173,61.00000000002215,449.0000000000105,-141.99999999999767,-272.00000000000557,-207.00000000000784,,423.0
2017.01.30,567.9999999999907,6.000000000000227,-97.00000000000264,103.00000000000864,292.00000000000335,-87.99999999999919,-187.00000000000384,-245.00000000000455,,351.9999999999926
2017.01.30,505.99999999998425,83.99999999998897,-52.000000000007596,50.0000000000167,313.00000000000773,-68.00000000000139,-154.99999999999403,-238.00000000001376,,439.9999999999808
2017.01.30,448.9999999999883,96.9999999999942,-42.0000000000087,26.0000000000149,259.0000000000092,-35.999999999991594,-99.99999999998899,-221.00000000000364,,432.00000000001376
2017.01.30,407.0000000000018,177.99999999999727,7.9999999999968985,42.0000000000087,312.00000000000114,80.99999999999774,-36.999999999998145,-260.0000000000051,,731.0000000000003
2017.01.30,512.0000000000014,81.99999999999363,-90.0000000000012,55.000000000005045,235.00000000000742,26.999999999999247,-48.000000000003595,-274.0000000000009,,499.0000000000009
2017.01.30,590.999999999986,88.99999999999864,-182.99999999999983,75.00000000000284,134.99999999999625,141.99999999999767,133.00000000000534,-347.0000000000084,,634.9999999999785
2017.01.30,739.9999999999851,15.000000000000568,-212.00000000000108,204.00000000000418,265.0000000000041,415.99999999999415,368.00000000001273,-352.00000000000387,,1443.999999999996
2017.01.30,696.999999999992,153.99999999999636,-213.00000000000762,213.00000000001873,217.0000000000005,507.9999999999973,534.0000000000123,-418.00000000000637,,1692.0000000000032
2017.01.30,574.9999999999922,305.9999999999974,-195.00000000000074,211.00000000000563,97.00000000001374,476.0000000000098,687.9999999999998,-481.00000000000875,,1677.0000000000095
2017.01.30,529.999999999986,269.999999999996,-113.00000000000753,285.00000000000193,205.99999999999508,492.0000000000035,601.000000000007,-343.0000000000035,,1927.9999999999782
2017.01.30,556.9999999999853,351.99999999998965,-129.00000000000134,298.00000000002046,208.99999999999253,509.00000000000387,591.9999999999925,-431.0000000000116,,1956.9999999999711
2017.01.30,608.9999999999928,493.9999999999998,-131.99999999999878,289.0000000000059,269.00000000000813,256.99999999999613,408.9999999999927,-510.0000000000051,,1684.9999999999923
2017.01.30,733.9999999999902,732.9999999999899,14.999999999998348,253.00000000001432,764.0000000000091,375.9999999999986,475.0000000000032,-541.000000000011,,2808.9999999999927
2017.01.30,612.9999999999969,908.0000000000013,29.999999999996696,256.00000000001177,635.9999999999922,188.9999999999947,485.0000000000021,-537.0000000000061,,2579.999999999989
2017.01.30,636.9999999999986,1063.0000000000023,64.99999999999284,272.00000000000557,743.0000000000048,158.99999999999804,493.99999999999443,-590.0000000000034,,2842.9999999999927
2017.01.30,1028.9999999999911,897.9999999999961,-11.00000000000545,315.0000000000208,1097.999999999999,217.0000000000005,547.0000000000086,-555.0000000000068,,3538.000000000004
2017.01.30,924.9999999999981,1125.0,46.999999999997044,352.000000000019,1086.9999999999936,103.00000000000864,553.0000000000035,-587.0000000000033,,3605.000000000017
2017.01.30,979.9999999999809,1165.9999999999968,-14.000000000002899,398.00000000000944,1022.9999999999961,38.0000000000047,550.000000000006,-647.0000000000056,,3493.9999999999864
2017.01.30,1073.9999999999973,1060.9999999999927,-80.00000000000229,367.0000000000062,1001.9999999999918,7.0000000000014495,493.0000000000101,-659.000000000006,,3264.9999999999914
2017.01.30,1048.9999999999889,1146.9999999999914,-40.00000000000669,413.00000000001893,1052.9999999999927,1.0000000000065512,503.000000000009,-669.0000000000111,,3456.999999999989
2017.01.30,1013.9999999999816,1003.0000000000001,-74.00000000000739,411.0000000000058,939.0000000000009,-1.0000000000065512,485.0000000000021,-609.0000000000089,,3167.999999999968
2017.01.30,928.9999999999799,1089.999999999989,-18.0000000000069,439.0000000000116,948.9999999999999,8.000000000008,509.00000000000387,-609.0000000000089,,3296.9999999999764
2017.01.30,947.9999999999933,1161.9999999999918,-64.0000000000085,430.00000000001927,872.0000000000061,-87.99999999999919,422.9999999999956,-701.0000000000076,,2981.9999999999905
2017.01.30,929.9999999999864,1052.9999999999973,-53.999999999998494,450.00000000001705,866.0000000000113,-58.99999999998684,411.0000000000058,-629.0000000000049,,2968.0000000000277
2017.01.30,919.9999999999875,1007.9999999999956,13.999999999991797,410.0000000000215,1008.0000000000089,11.00000000000545,429.99999999999704,-551.0000000000019,,3250.0000000000064
2017.01.30,929.9999999999864,1010.9999999999957,-25.00000000000835,429.00000000001273,1001.0000000000074,78.00000000000028,520.0000000000093,-590.0000000000034,,3354.0
2017.01.31,903.9999999999937,1034.9999999999966,9.999999999998899,413.00000000001893,1005.0000000000115,35.00000000000725,401.00000000000693,-618.9999999999998,,3184.0000000000337
2017.01.31,856.9999999999967,1030.9999999999918,30.999999999992145,417.0000000000007,954.9999999999948,22.999999999995246,401.00000000000693,-585.000000000008,,3129.999999999971
2017.01.31,815.9999999999945,927.9999999999973,31.999999999998696,399.00000000001603,912.0000000000017,19.00000000001345,365.99999999999966,-514.00000000001,,2958.0000000000114
2017.01.31,774.9999999999924,1077.9999999999886,98.99999999999353,382.0000000000157,1005.0000000000115,59.000000000009045,479.0000000000072,-513.0000000000052,,3364.0000000000127
2017.01.31,838.9999999999898,1090.999999999994,26.999999999999247,389.0000000000171,934.0000000000126,22.999999999995246,462.9999999999912,-597.0000000000084,,3168.999999999992
2017.01.31,715.9999999999833,1000.0,61.999999999995396,392.00000000001455,844.0000000000003,121.99999999999989,350.00000000000585,-608.0000000000041,,2877.9999999999955
2017.01.31,724.9999999999978,1010.9999999999957,75.9999999999983,418.0000000000073,886.9999999999934,178.00000000001148,476.9999999999941,-562.0000000000118,,3209.9999999999864
2017.01.31,683.9999999999957,1063.999999999993,68.00000000000139,410.0000000000215,815.0000000000101,190.00000000000128,502.00000000000244,-604.0000000000134,,3129.000000000012
2017.01.31,673.9999999999968,1210.9999999999986,96.99999999999153,419.0000000000138,863.9999999999981,190.00000000000128,544.0000000000111,-654.0000000000106,,3345.0000000000014
2017.01.31,630.9999999999816,1253.0,137.9999999999937,393.0000000000211,900.0000000000119,163.00000000000205,499.000000000005,-652.000000000001,,3325.000000000014
