date,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,NZDUSD,GBPCHF,EURCHF,CADCHF,AUDCHF,GBPJPY,GBPCAD,GBPAUD,EURCAD,EURAUD,CADJPY,NZDJPY,NZDCAD,AUDNZD,empty,sum
2020.07.06,-95.00000000000064,0.0,-16.000000000016,-70.99999999999795,-59.99999999999339,0.0,-124.99999999999733,-8.999999999992347,-6.999999999990347,0.0,-70.99999999999795,-2.0000000000131024,-103.00000000000864,-150.00000000000568,-56.000000000011596,-32.99999999998704,-69.99999999999318,-63.00000000000195,-58.000000000002494,,-989.0000000000097
2020.07.06,-98.99999999999353,-4.000000000004,-24.000000000001798,-27.999999999991587,-31.999999999987594,-6.0000000000060005,-250.99999999997902,-7.999999999985796,-23.999999999990695,9.00000000000345,-188.99999999999295,-168.99999999999693,-83.9999999999952,-74.0000000000185,-79.00000000000685,-11.999999999986244,-84.00000000000318,-90.0000000000012,-29.999999999996696,,-1277.999999999934
2020.07.06,-98.99999999999353,86.99999999999264,-1.0000000000065512,32.00000000001069,-24.999999999986144,53.999999999998494,-100.99999999999554,-2.999999999997449,13.00000000000745,-104.99999999999955,-22.999999999996135,-22.0000000000109,-14.000000000002899,-90.00000000001229,-279.00000000000705,30.000000000001137,93.00000000000352,-154.99999999999403,-75.99999999998718,,-683.9999999999753
2020.07.06,-95.00000000000064,103.99999999999298,8.999999999992347,87.0000000000033,41.000000000002146,170.99999999999892,-32.999999999994145,43.00000000001525,98.0000000000092,-128.99999999999022,74.00000000001228,-24.000000000001798,192.99999999999872,-114.0000000000141,-300.00000000001137,117.00000000000443,155.00000000000114,-187.9999999999993,-7.999999999985796,,201.00000000003334
2020.07.06,-98.99999999999353,93.99999999999409,12.999999999996348,99.00000000000375,14.000000000002899,155.99999999998948,-30.999999999981043,53.00000000001415,92.00000000000318,-129.9999999999968,88.00000000002228,-22.0000000000109,234.00000000000088,-95.00000000000064,-264.0000000000198,121.00000000000932,152.00000000000102,-181.9999999999933,23.00000000001745,,316.0000000000589
2020.07.06,-74.99999999999174,99.00000000000463,28.999999999990145,103.00000000000864,26.0000000000149,156.99999999999602,-52.99999999999194,46.0000000000127,91.00000000000774,-159.9999999999935,92.00000000001296,7.999999999985796,269.00000000000813,-78.00000000000028,-357.00000000000733,134.00000000000034,159.00000000000603,-187.00000000000384,65.00000000000395,,368.00000000006355
2020.07.06,-71.99999999999429,126.99999999998823,34.99999999998504,133.00000000000978,59.000000000009045,186.99999999999272,-51.99999999998539,42.0000000000087,51.000000000001044,-178.00000000000037,168.00000000000637,1.999999999990898,303.0000000000088,-74.0000000000185,-416.00000000001637,175.00000000001137,212.0000000000033,-266.999999999995,24.000000000001798,,459.0000000000073
2020.07.06,-8.999999999992347,150.99999999999002,153.00000000000313,149.0000000000009,22.999999999995246,242.99999999999324,-79.99999999999119,83.9999999999952,39.00000000000014,-141.99999999999767,215.0000000000034,75.00000000000284,241.00000000000233,101.99999999997988,-271.0000000000212,178.00000000001148,277.000000000001,-281.99999999999335,-8.999999999992347,,1136.9999999999911
2020.07.06,-14.999999999998348,151.9999999999966,180.0000000000024,219.0000000000083,43.999999999999595,255.99999999998957,-92.99999999998754,114.0000000000141,45.000000000006146,-176.99999999999383,306.0000000000116,43.999999999999595,387.000000000004,108.99999999998133,-301.0000000000179,233.0000000000041,347.999999999999,-290.00000000000136,15.00000000000945,,1576.0000000000264
2020.07.06,-2.000000000002,184.99999999999073,186.99999999998164,244.00000000001398,76.0000000000094,264.999999999993,-48.99999999998794,131.00000000001444,70.0000000000034,-207.99999999999707,395.00000000001023,55.99999999998939,435.0000000000076,109.99999999998789,-332.00000000002115,277.000000000001,385.0000000000051,-314.0000000000032,24.000000000001798,,1934.9999999999982
2020.07.06,0.0,165.9999999999995,251.00000000000122,279.0000000000106,55.000000000005045,292.9999999999988,-92.99999999998754,185.00000000001293,45.000000000006146,-201.99999999999108,403.99999999999636,17.000000000000348,465.0000000000043,161.99999999999548,-272.00000000000557,292.0000000000016,427.99999999999727,-336.9999999999984,-0.9999999999843467,,2137.0000000000628
2020.07.06,16.0000000000049,157.00000000000713,261.0000000000001,240.0000000000091,38.0000000000047,284.9999999999908,-115.99999999998278,175.00000000001404,29.000000000001247,-170.99999999999892,376.0000000000048,58.000000000002494,425.0000000000087,241.99999999998667,-194.0000000000053,266.00000000000534,406.9999999999965,-310.9999999999946,7.0000000000014495,,2190.000000000056
2020.07.06,75.00000000000284,221.00000000000452,334.9999999999964,221.00000000000364,97.9999999999981,295.99999999999625,-131.99999999999878,175.00000000001404,8.000000000008,-159.9999999999935,372.0000000000141,58.000000000002494,418.9999999999916,269.9999999999925,-175.00000000001404,260.0000000000051,384.00000000000034,-305.99999999999517,38.0000000000047,,2457.000000000033
2020.07.06,89.00000000000574,221.99999999998886,349.99999999998363,227.00000000000387,97.00000000001374,269.9999999999925,-128.99999999997914,178.00000000001148,9.00000000000345,-195.9999999999962,382.000000000005,88.99999999998354,422.00000000001125,300.99999999999574,-247.00000000001944,261.0000000000099,364.0000000000043,-302.9999999999977,33.00000000001635,,2419.000000000037
2020.07.06,85.00000000000173,302.0000000000023,387.99999999998835,241.00000000001387,175.00000000001404,305.99999999999517,-68.99999999998573,201.00000000000674,42.0000000000087,-207.99999999999707,479.0000000000134,92.00000000000318,419.9999999999982,278.00000000000045,-231.0000000000034,317.0000000000073,415.00000000000625,-298.9999999999937,94.00000000001629,,3028.0000000000964
2020.07.06,87.99999999999919,292.9999999999877,388.9999999999949,204.00000000000773,158.99999999999804,296.9999999999917,-92.99999999998754,200.00000000000017,17.000000000000348,-178.00000000000037,466.0000000000082,82.99999999998863,407.0000000000018,259.9999999999936,-175.00000000001404,294.00000000001114,385.0000000000051,-253.99999999999866,114.0000000000141,,2956.0000000000014
