date,GBPUSD,USDJPY,USDCAD,GBPCHF,EURCHF,CHFJPY,AUDCHF,EURGBP,GBPJPY,GBPCAD,EURJPY,EURCAD,EURAUD,CADJPY,NZDJPY,AUDCAD,NZDCAD,empty,sum
2021.05.31,-2.0000000000131024,0.0,0.0,-21.999999999988695,-106.00000000000608,-203.00000000000296,0.0,-32.999999999994145,-338.99999999999864,-270.99999999999903,-126.99999999998113,-76.0000000000094,-201.99999999999108,-52.99999999999727,-25.99999999999625,-44.99999999999504,-104.00000000000409,,-1608.9999999999768
2021.05.31,41.99999999998649,34.000000000006025,25.999999999992696,0.0,-21.00000000000435,-68.00000000001205,95.00000000000064,9.00000000000345,-366.00000000001387,17.000000000000348,-49.99999999998295,-92.00000000000318,-188.9999999999947,-37.00000000000614,64.99999999999773,-19.999999999997797,-51.000000000001044,,-606.0000000000286
2021.05.31,89.00000000000574,65.00000000001194,49.99999999999449,117.00000000001154,-70.99999999999883,-158.00000000000125,91.99999999999208,-25.999999999992696,-433.9999999999975,99.99999999998899,-90.00000000000341,-136.00000000000279,-235.99999999999176,-67.99999999999784,88.00000000000807,6.0000000000060005,9.00000000000345,,-602.9999999999638
2021.05.31,90.99999999999665,102.00000000000387,90.00000000001229,139.00000000000023,-55.000000000005045,-152.00000000000102,130.99999999999224,-17.000000000000348,-387.00000000000045,201.99999999999108,-93.99999999999409,-134.00000000001188,-214.00000000000307,-66.0000000000025,100.99999999999909,77.00000000000485,29.000000000001247,,-157.00000000001688
2021.05.31,99.00000000000463,109.99999999999943,85.00000000000173,151.00000000001222,-72.0000000000054,-166.00000000001103,136.99999999999824,-25.999999999992696,-406.0000000000059,197.00000000000273,-116.99999999999022,-130.0000000000079,-208.00000000000819,-82.00000000000784,52.00000000000671,92.00000000000318,-39.00000000000014,,-323.00000000000045
2021.05.31,46.999999999997044,117.00000000000443,114.99999999999844,152.0000000000188,-75.00000000000284,-176.00000000000193,159.9999999999935,-34.99999999999615,-425.00000000001137,182.99999999999983,-137.00000000000045,-151.9999999999966,-208.99999999999253,-85.99999999999852,64.99999999999773,85.00000000000173,-40.00000000000669,,-410.9999999999957
2021.05.31,-14.000000000002899,147.00000000000557,127.99999999999478,137.00000000000932,-73.99999999999629,-148.00000000001035,142.99999999999312,-44.99999999999504,-391.00000000001955,119.99999999998678,-103.999999999985,-126.0000000000039,-235.99999999999176,-87.0000000000033,-34.99999999999659,63.00000000000195,-114.99999999999844,,-637.0000000000116
2021.05.31,-11.00000000000545,-6.000000000000227,150.00000000000568,137.00000000000932,-69.00000000000794,-137.00000000000045,117.99999999999588,-30.999999999992145,-364.0000000000043,153.00000000000313,-84.00000000000318,-156.00000000000057,-287.9999999999994,-75.00000000000284,-104.99999999998977,30.000000000007798,-140.0000000000068,,-877.9999999999914
2021.05.31,38.0000000000047,-96.9999999999942,87.99999999999919,136.00000000000279,-53.999999999998494,-54.000000000002046,163.00000000000205,-35.999999999991594,-233.0000000000041,207.00000000000162,16.000000000019554,-158.99999999999804,-170.00000000000347,30.000000000001137,-85.99999999999852,131.00000000000333,-68.99999999999685,,-148.99999999995293
2021.05.31,123.00000000000644,-68.9999999999884,100.99999999999554,121.00000000001555,-39.00000000001125,-55.00000000000682,175.99999999999838,-19.999999999997797,-282.0000000000107,258.99999999998704,32.00000000001069,-197.00000000000273,-95.00000000000064,69.99999999999318,-72.00000000000273,185.99999999999727,-23.00000000000635,,215.99999999997672
2021.05.31,212.99999999999653,-90.99999999999397,90.99999999999665,170.00000000000347,-39.999999999995595,-62.00000000001182,219.00000000000253,4.999999999999449,-308.9999999999975,346.0000000000019,24.00000000000091,-199.00000000001583,-14.000000000002899,66.0000000000025,-19.99999999999602,250.00000000000577,39.00000000000014,,687.9999999999961
2021.05.31,221.00000000000452,-109.99999999999943,59.99999999999339,127.00000000001043,-24.000000000001798,-60.000000000002274,217.0000000000005,-7.9999999999968985,-233.0000000000041,312.00000000000114,64.00000000002137,-202.9999999999976,17.000000000000348,84.00000000000318,-9.000000000000341,274.00000000000756,61.999999999995396,,791.0000000000355
2021.05.31,204.00000000000418,-102.99999999999443,56.99999999999594,86.0000000000083,-12.000000000012001,-93.00000000000352,198.99999999999363,-14.999999999998348,-233.0000000000041,283.99999999999534,57.00000000001637,-209.00000000001472,7.0000000000014495,76.99999999999818,46.999999999997044,257.0000000000072,97.9999999999981,,707.9999999999885
2021.05.31,187.99999999998818,-93.99999999999409,109.00000000000354,96.00000000000719,-19.999999999997797,-64.00000000000716,202.9999999999976,-17.999999999995797,-241.00000000001387,313.99999999999204,72.00000000000273,-209.9999999999991,1.0000000000065512,99.99999999999432,19.000000000005457,268.0000000000016,81.9999999999932,,804.9999999999845
2021.05.31,180.99999999998673,-83.99999999998897,121.99999999999989,137.00000000000932,-22.0000000000109,-45.000000000001705,203.99999999999307,2.000000000002,-237.99999999999955,331.999999999999,72.00000000000273,-209.9999999999991,-15.00000000000945,108.00000000000409,-36.99999999999193,256.0000000000007,46.999999999997044,,809.999999999993
2021.05.31,194.99999999998963,-105.99999999999454,112.000000000001,144.0000000000108,-32.0000000000098,-27.000000000001023,231.99999999999886,0.0,-207.00000000002206,323.99999999999096,102.00000000000387,-215.00000000000963,58.000000000002494,109.99999999999943,46.999999999997044,287.0000000000039,121.99999999999989,,1145.999999999961
2021.05.31,178.99999999999582,-100.99999999999909,90.99999999999665,137.00000000000932,-49.00000000001015,-20.000000000010232,247.99999999999267,-7.9999999999968985,-210.00000000000796,304.9999999999997,82.00000000002206,-215.00000000000963,75.00000000000284,91.99999999999875,60.000000000002274,309.99999999999915,122.99999999999534,,1098.999999999981
2021.05.31,104.99999999999955,-89.9999999999892,85.00000000000173,128.000000000017,-51.000000000001044,-43.00000000000637,234.99999999999633,-19.999999999997797,-221.00000000000364,271.99999999998334,64.00000000002137,-191.00000000000784,36.999999999998145,69.00000000000261,28.000000000005798,263.99999999999756,90.99999999999665,,762.0000000000141
2021.05.31,96.00000000000719,-21.99999999999136,90.99999999999665,129.00000000000134,-66.00000000001049,-74.00000000001228,236.99999999999832,-22.999999999995246,-266.00000000001955,204.00000000000418,34.99999999999659,-175.00000000001404,49.99999999999449,33.00000000000125,39.00000000000148,267.00000000000614,61.999999999995396,,616.99999999996
2021.05.31,1.999999999990898,-15.000000000000568,103.99999999999298,114.0000000000141,-70.99999999999883,-20.000000000010232,274.9999999999919,-29.000000000001247,-221.00000000000364,133.99999999998968,55.00000000000682,-119.00000000000244,116.99999999998934,24.00000000000091,40.00000000000625,243.99999999999977,46.00000000000159,,679.9999999999674
2021.05.31,26.999999999999247,-48.00000000000182,79.00000000000685,95.00000000000064,-112.000000000001,-36.000000000001364,291.99999999999227,-85.99999999999719,-180.00000000000682,85.99999999998609,50.00000000001137,-226.00000000001506,126.0000000000039,39.00000000000148,13.00000000000523,316.0000000000052,63.99999999999739,,498.99999999998636
2021.05.31,14.000000000002899,-82.99999999999841,12.000000000012001,149.00000000002134,-246.00000000001288,41.99999999998738,361.9999999999957,-68.99999999999685,-162.00000000000614,38.99999999998904,51.00000000001614,-130.0000000000079,208.00000000000819,9.000000000000341,61.00000000000705,314.99999999999864,68.00000000000139,,640.000000000018
2021.05.31,-32.999999999994145,-54.99999999999261,32.0000000000098,103.00000000000864,-156.00000000000057,55.999999999997385,383.0,-100.00000000000009,-100.00000000002274,-43.999999999999595,84.00000000000318,-99.00000000000463,270.99999999999903,9.000000000000341,67.00000000000728,323.0000000000066,63.00000000000195,,804.0000000000199
2021.05.31,-107.00000000001265,-107.99999999998988,18.0000000000069,11.00000000000545,-146.00000000000168,48.99999999999238,369.99999999999255,-178.00000000000037,-38.000000000010914,-112.000000000001,72.00000000000273,-141.00000000001333,226.99999999999943,12.000000000000455,43.00000000000637,318.00000000000716,63.00000000000195,,352.99999999998556
2021.05.31,-97.9999999999981,-94.99999999999886,4.000000000004,21.00000000000435,-117.00000000001154,60.99999999999284,373.99999999999653,-152.99999999999204,34.99999999999659,-124.99999999999733,94.99999999999886,-94.00000000001629,289.0000000000059,21.000000000000796,70.99999999999795,319.99999999999807,87.99999999999919,,696.999999999981
2021.05.31,-38.0000000000047,-81.99999999999363,-9.999999999998899,75.00000000000284,-82.00000000000429,54.99999999999261,358.9999999999982,-87.99999999999919,-44.00000000001114,-87.00000000001484,152.00000000001523,14.000000000002899,322.00000000000006,-1.0000000000047748,60.000000000002274,285.00000000000193,43.999999999999595,,933.9999999999842
2021.05.31,-21.00000000000435,-62.99999999998818,-25.999999999992696,54.0000000000207,-60.99999999999994,37.9999999999967,375.9999999999986,-87.99999999999919,-82.00000000002206,-86.0000000000083,133.00000000000978,-12.000000000012001,330.9999999999924,-37.00000000000614,85.99999999999852,297.9999999999983,42.999999999993044,,882.9999999999752
2021.05.31,-69.9999999999923,-79.9999999999983,35.999999999991594,65.00000000000395,-72.0000000000054,75.9999999999934,368.00000000000165,-86.99999999999264,6.000000000000227,-96.00000000000719,159.9999999999966,-29.999999999996696,312.00000000000114,31.999999999996476,73.0000000000075,328.0000000000061,103.99999999999298,,1124.999999999999
2021.05.31,-56.000000000011596,-70.99999999999795,29.00000000001235,80.00000000001339,-175.99999999999838,79.9999999999983,395.0000000000009,-82.99999999999974,-27.000000000015234,-53.00000000001415,179.00000000000205,-33.00000000001635,297.9999999999983,30.9999999999917,55.00000000000682,309.99999999999915,82.99999999999974,,1040.9999999999693
2021.05.31,29.999999999996696,-99.99999999999432,62.99999999999084,182.0000000000155,-168.99999999999693,117.999999999995,381.99999999999346,-80.99999999999774,-73.0000000000075,69.9999999999923,86.00000000001273,-192.00000000001438,187.99999999998818,72.00000000000273,63.00000000000239,338.00000000000495,109.99999999999899,,1086.999999999983
2021.05.31,46.999999999997044,-92.99999999998931,29.999999999996696,179.00000000001802,-174.99999999999181,106.99999999999932,375.9999999999986,-90.0000000000012,-91.00000000000819,48.000000000003595,73.0000000000075,-182.0000000000155,167.9999999999904,40.99999999999682,91.00000000000819,317.0000000000006,127.99999999999478,,974.0000000000055
2021.05.31,82.99999999998863,-99.99999999999432,62.99999999999084,178.00000000001148,-163.00000000000205,107.99999999998988,371.99999999999454,-81.9999999999932,-72.00000000000273,126.99999999998823,80.0000000000125,-200.00000000000017,174.00000000000747,81.99999999999363,94.0000000000083,341.0000000000024,153.00000000000313,,1237.9999999999986
2021.05.31,-12.000000000012001,-155.9999999999917,117.00000000001154,113.00000000000753,-147.99999999999258,113.99999999999011,391.9999999999924,-120.99999999999334,-36.000000000001364,153.9999999999875,94.00000000002251,-263.99999999999756,256.99999999999613,132.99999999999557,115.99999999999966,422.00000000000017,253.0000000000032,,1428.0000000000177
2021.05.31,-49.99999999999449,-150.99999999999625,154.99999999999403,113.00000000000753,-229.99999999999687,168.99999999999693,426.9999999999996,-180.99999999999784,37.99999999998249,110.99999999999443,76.00000000002183,-365.99999999999966,252.0000000000078,161.99999999999193,123.00000000000466,477.0000000000052,297.00000000000284,,1422.000000000024
2021.05.31,-79.00000000000685,-140.99999999999113,96.00000000000719,64.0000000000196,-292.00000000000335,140.00000000000057,426.9999999999996,-204.99999999999963,90.99999999997976,42.999999999993044,74.00000000001228,-336.00000000000296,228.99999999999034,140.99999999999113,136.0000000000099,443.0000000000045,268.0000000000016,,1099.0000000000055
2021.05.31,-25.00000000000835,-384.00000000000034,137.9999999999937,113.00000000000753,-331.999999999999,143.99999999999125,346.9999999999973,-200.00000000000017,-48.00000000000182,130.99999999999224,18.000000000000682,-591.0000000000082,-38.0000000000047,177.99999999999727,76.99999999999818,441.0000000000025,302.9999999999977,,271.9999999999559
2021.05.31,319.0000000000026,-391.9999999999959,119.00000000000244,225.00000000000853,-314.99999999999864,143.00000000000068,295.0000000000008,-124.00000000000189,-106.00000000002296,529.0000000000017,22.999999999996135,-646.0000000000132,-123.99999999999079,283.00000000000125,72.00000000000273,416.00000000000523,346.9999999999973,,1063.9999999999961
2021.05.31,303.9999999999932,-287.9999999999967,52.000000000007596,215.00000000000963,-252.0000000000078,106.99999999999932,304.9999999999997,-134.99999999999625,-126.00000000000477,424.00000000000216,-30.99999999997749,-565.9999999999999,-129.00000000000134,221.00000000000364,127.00000000000955,399.0000000000049,361.0000000000002,,988.0000000000457
2021.05.31,310.9999999999946,-280.9999999999917,31.000000000003247,191.00000000000784,-286.99999999999284,95.99999999998943,309.99999999999915,-131.99999999999878,-133.00000000000978,353.0000000000033,-30.000000000001137,-519.0000000000028,-70.99999999999883,200.9999999999934,180.00000000000682,383.0,368.9999999999971,,971.9999999999989
2021.05.31,302.0000000000023,-268.99999999999125,12.999999999996348,207.00000000000162,-273.0000000000121,131.00000000000023,317.0000000000006,-141.99999999999767,-104.00000000001342,334.9999999999964,-24.999999999977263,-455.0000000000054,-99.00000000000463,177.99999999999727,176.00000000000193,353.0000000000033,343.9999999999999,,988.9999999999982
2021.05.31,296.9999999999917,-281.9999999999965,11.00000000000545,177.00000000000495,-259.0000000000092,140.99999999999113,295.99999999999625,-136.99999999999824,-78.00000000000296,310.9999999999946,5.000000000023874,-482.00000000000466,-124.99999999999733,188.99999999999295,143.00000000000068,318.00000000000716,320.9999999999935,,845.9999999999934
2021.05.31,317.9999999999961,-283.00000000000125,12.999999999996348,191.00000000000784,-261.0000000000001,110.99999999999,291.99999999999227,-129.9999999999968,-109.00000000000887,330.9999999999924,-22.999999999996135,-476.0000000000098,-106.00000000000608,176.00000000000193,118.99999999999977,345.0000000000064,293.99999999999426,,801.9999999999584
2021.05.31,280.9999999999979,-283.9999999999918,8.000000000008,188.00000000001037,-255.00000000000523,168.99999999999693,292.9999999999988,-152.99999999999204,-62.00000000001182,288.99999999998374,5.000000000023874,-465.0000000000043,-114.99999999999844,197.00000000000273,120.00000000000455,317.0000000000006,297.9999999999983,,831.0000000000222
2021.05.31,252.0000000000078,-284.9999999999966,-177.99999999998929,160.00000000000458,-242.99999999999324,149.99999999999147,304.9999999999997,-156.99999999999602,-60.000000000002274,22.999999999995246,-2.999999999985903,-448.000000000004,-86.0000000000083,51.00000000000193,149.0000000000009,199.00000000000472,165.9999999999995,,-4.999999999969759
