date,USDCHF,EURUSD,USDCAD,EURGBP,EURJPY,EURNZD,AUDCAD,NZDCAD,empty,sum
2019.02.25,0.0,-28.999999999990145,-1.0000000000065512,-135.99999999999167,-105.99999999999454,-137.9999999999937,-91.99999999999208,-85.99999999999719,,-587.9999999999659
2019.02.25,127.99999999999478,-41.99999999998649,-5.999999999994898,-104.99999999999955,-177.99999999999727,-253.99999999999866,-254.99999999999412,-46.00000000000159,,-757.9999999999777
2019.02.25,124.99999999999733,-67.9999999999792,-29.00000000001235,-109.99999999999899,-210.99999999999852,-307.99999999999716,-207.99999999999707,5.999999999994898,,-802.999999999991
2019.02.25,97.9999999999981,-85.99999999998609,-31.000000000003247,-101.99999999999099,-246.9999999999999,-222.00000000001108,-278.9999999999959,-45.000000000006146,,-913.9999999999952
2019.02.25,92.99999999999864,-113.99999999999189,-46.999999999997044,-117.00000000000044,-293.99999999999693,-97.9999999999981,-281.99999999999335,-143.9999999999997,,-1002.9999999999787
2019.02.25,51.000000000001044,-145.99999999997948,-51.000000000001044,-120.99999999999334,-376.0000000000048,46.999999999997044,-319.99999999999807,-211.00000000000563,,-1126.9999999999843
2019.02.25,51.99999999999649,-149.9999999999835,-59.000000000009045,-128.99999999999022,-280.00000000000114,28.999999999990145,-308.9999999999926,-214.99999999999852,,-1060.9999999999884
2019.02.25,31.000000000003247,-156.99999999998494,-90.00000000001229,-126.99999999999933,-269.999999999996,-2.0000000000131024,-280.9999999999979,-224.9999999999974,,-1120.9999999999977
2019.02.25,42.999999999993044,-117.99999999999588,-49.99999999999449,-93.99999999999409,-182.00000000000216,-2.999999999997449,-234.99999999999633,-184.00000000000637,,-822.9999999999937
2019.02.25,48.99999999999905,-103.99999999999298,-46.999999999997044,-104.99999999999955,-167.99999999999216,-154.0000000000097,-185.00000000000182,-136.00000000000279,,-849.999999999997
2019.02.25,3.999999999992898,-91.99999999998099,15.999999999993797,-88.99999999999464,-76.99999999999818,-141.00000000001333,-124.99999999999733,-109.00000000000354,,-613.0000000000014
2019.02.25,-4.999999999999449,-104.99999999999955,19.999999999997797,-86.99999999999264,-103.9999999999992,-167.00000000000603,-171.99999999999437,-131.99999999999878,,-751.9999999999922
2019.02.25,0.0,-100.99999999999554,52.99999999999194,-79.99999999999119,-108.99999999999466,-170.00000000000347,-168.00000000000148,-129.9999999999968,,-704.9999999999911
2019.02.25,10.999999999994348,-80.99999999999774,55.99999999998939,-74.99999999999174,-111.0000000000042,-178.00000000001148,-181.9999999999933,-92.00000000000318,,-652.000000000018
2019.02.25,17.999999999995797,-86.99999999999264,48.99999999998794,-78.99999999999574,-126.99999999999534,-104.99999999999955,-236.99999999999832,-136.00000000000279,,-704.0000000000007
2019.02.25,19.00000000000235,-97.9999999999981,72.0000000000054,-74.99999999999174,-117.00000000000443,-107.99999999999699,-285.9999999999974,-148.0000000000037,,-740.9999999999845
2019.02.25,0.0,-136.99999999998712,35.999999999991594,-72.99999999998974,-115.99999999999966,-134.00000000001188,-300.0000000000003,-145.00000000000622,,-869.0000000000033
2019.02.25,2.999999999997449,-162.99999999997982,24.000000000001798,-120.99999999999334,-132.99999999999557,-242.00000000000887,-253.99999999999866,-114.00000000000298,,-999.99999999998
2019.02.25,12.999999999996348,-252.99999999999213,-106.00000000000608,-214.99999999999852,-295.99999999999227,-286.99999999999284,-187.9999999999993,-58.000000000002494,,-1389.9999999999873
2019.02.25,0.999999999995449,-240.9999999999801,-124.99999999999733,-219.99999999999798,-262.00000000000045,-259.9999999999936,-244.99999999999523,-119.00000000000244,,-1470.9999999999718
2019.02.25,0.999999999995449,-234.99999999998522,-96.00000000000719,-115.99999999999389,-251.99999999999534,-148.99999999999915,-266.999999999995,-119.00000000000244,,-1232.9999999999827
2019.02.25,29.000000000001247,-182.99999999999983,-87.99999999999919,-125.99999999999278,-191.99999999999307,-45.000000000006146,-280.9999999999979,-146.99999999999713,,-1032.9999999999848
2019.02.25,46.999999999997044,-191.99999999999218,-90.99999999999665,-168.99999999999693,-257.99999999999557,-46.0000000000127,-319.99999999999807,-199.00000000000472,,-1227.9999999999998
2019.02.25,48.99999999999905,-169.99999999998127,-129.00000000000134,-95.99999999999609,-240.99999999999966,73.99999999999629,-346.9999999999973,-202.9999999999976,,-1062.9999999999782
2019.02.25,-1.0000000000065512,-218.99999999999142,-121.99999999999989,-158.99999999999804,-307.00000000000216,174.99999999999181,-371.99999999999454,-339.0000000000004,,-1344.0000000000011
2019.02.25,-60.00000000000449,-339.0000000000004,-127.00000000001043,-280.9999999999979,-465.0000000000034,139.00000000000023,-426.9999999999996,-365.0000000000042,,-1925.00000000002
2019.02.25,-50.0000000000056,-312.9999999999855,-141.00000000001333,-254.99999999999412,-462.0000000000033,136.99999999998712,-464.9999999999932,-406.00000000000637,,-1955.0000000000143
2019.02.25,-34.99999999999615,-339.0000000000004,-214.00000000000307,-222.99999999999542,-492.00000000000443,280.9999999999979,-468.00000000000176,-406.00000000000637,,-1896.0000000000098
2019.02.25,-14.999999999998348,-311.99999999997897,-197.00000000000273,-154.99999999999403,-435.99999999999284,255.00000000000523,-485.99999999999756,-406.00000000000637,,-1751.9999999999654
2019.02.25,29.000000000001247,-273.9999999999965,-36.999999999998145,-148.99999999999915,-402.000000000001,235.99999999999176,-531.9999999999991,-443.0000000000045,,-1572.0000000000055
2019.02.25,36.0000000000027,-261.0000000000001,-12.000000000012001,-153.99999999999858,-409.000000000006,300.99999999999574,-579.9999999999916,-524.0000000000023,,-1603.000000000012
2019.02.25,73.99999999999629,-229.99999999999687,156.00000000000057,-191.99999999999218,-423.9999999999924,287.9999999999994,-635.9999999999922,-550.000000000006,,-1513.9999999999832
2019.02.25,87.99999999999919,-266.999999999995,78.00000000000028,-179.99999999999127,-441.0000000000025,275.9999999999874,-723.9999999999914,-565.0000000000044,,-1734.9999999999977
2019.02.25,93.99999999999409,-272.99999999998994,164.99999999999292,-196.99999999999162,-477.99999999999443,299.00000000000483,-800.9999999999961,-589.0000000000061,,-1779.9999999999864
2019.02.25,87.99999999999919,-229.99999999999687,232.99999999999432,-228.99999999999034,-456.00000000000307,160.00000000000458,-798.9999999999942,-617.9999999999964,,-1850.9999999999827
2019.02.25,87.99999999999919,-251.99999999998556,377.0000000000051,-142.99999999999312,-483.0000000000041,143.00000000000423,-803.9999999999936,-646.9999999999976,,-1720.9999999999654
2019.02.25,112.000000000001,-169.99999999998127,371.99999999999454,-141.99999999999767,-477.00000000000387,282.9999999999888,-800.9999999999961,-680.0000000000028,,-1502.9999999999973
2019.02.25,119.00000000000244,-210.99999999998343,361.9999999999957,-180.99999999999784,-620.9999999999951,282.9999999999888,-812.999999999997,-670.9999999999993,,-1732.999999999986
2019.02.25,170.00000000000347,-109.99999999998789,465.99999999998863,-181.9999999999933,-679.000000000002,255.99999999998957,-878.9999999999965,-700.999999999996,,-1658.999999999994
2019.02.25,170.00000000000347,-157.99999999999147,429.99999999999704,-78.00000000000028,-810.9999999999928,195.9999999999962,-853.9999999999992,-631.0000000000038,,-1735.999999999991
2019.02.25,174.99999999999181,-180.99999999998673,385.99999999999744,-84.99999999999064,-781.9999999999965,147.99999999999258,-802.9999999999982,-585.0000000000022,,-1726.9999999999923
2019.02.25,167.9999999999904,-220.99999999998232,398.9999999999938,-79.99999999999119,-784.9999999999966,110.99999999999443,-810.9999999999951,-578.0000000000007,,-1796.9999999999873
2019.02.25,124.99999999999733,-310.9999999999946,388.9999999999949,-96.99999999999153,-849.0000000000038,90.99999999999665,-927.9999999999955,-685.9999999999977,,-2265.9999999999945
2019.02.25,129.00000000000134,-311.99999999997897,438.00000000000506,-56.0000000000005,-893.0000000000007,18.999999999991246,-990.000000000002,-763.0000000000026,,-2427.9999999999873
2019.02.25,110.99999999999443,-337.99999999999386,524.9999999999977,-46.999999999997044,-891.9999999999959,21.00000000000435,-944.9999999999958,-729.0000000000018,,-2293.999999999988
2019.02.25,114.00000000000298,-313.99999999999204,533.0000000000057,-11.999999999989797,-793.9999999999969,28.000000000005798,-896.9999999999923,-695.0000000000011,,-2036.9999999999577
2019.02.25,134.99999999999625,-284.9999999999797,541.9999999999981,-22.999999999995246,-771.0000000000008,38.0000000000047,-895.0000000000014,-700.0000000000006,,-1958.9999999999786
2019.02.25,143.00000000000423,-269.9999999999925,520.9999999999936,-20.999999999993246,-766.0000000000053,65.00000000000395,-846.9999999999977,-687.9999999999998,,-1862.9999999999868
2019.02.26,85.00000000000173,-326.9999999999884,478.0000000000006,3.0000000000085514,-763.0000000000052,12.999999999996348,-841.9999999999983,-660.000000000005,,-2012.9999999999895
2019.02.26,98.99999999999353,-267.99999999997937,502.9999999999868,133.00000000000534,-766.0000000000053,19.999999999997797,-846.9999999999977,-661.9999999999959,,-1787.999999999995
2019.02.26,143.00000000000423,-266.999999999995,507.9999999999973,121.00000000000443,-765.0000000000006,-9.000000000014552,-854.9999999999947,-680.0000000000028,,-1804.0000000000014
2019.02.26,116.00000000000499,-314.99999999999864,509.99999999998823,133.00000000000534,-798.9999999999924,-46.999999999997044,-851.0000000000017,-682.0000000000048,,-1934.999999999996
2019.02.26,112.99999999999643,-317.9999999999961,509.99999999998823,137.00000000000932,-816.9999999999931,7.999999999985796,-864.9999999999935,-702.9999999999981,,-1935.000000000001
2019.02.26,120.99999999999334,-305.9999999999841,519.0000000000028,157.00000000000713,-784.000000000006,-73.00000000001194,-839.0000000000009,-668.0000000000019,,-1873.0000000000014
2019.02.26,117.99999999999588,-295.99999999998516,543.0000000000045,159.00000000000912,-763.9999999999958,-85.00000000000173,-793.9999999999947,-678.0000000000008,,-1796.9999999999686
2019.02.26,141.99999999999767,-241.99999999998667,597.0000000000031,175.00000000000293,-620.9999999999951,-53.999999999998494,-761.0000000000006,-704.0000000000047,,-1467.9999999999818
2019.02.26,116.99999999998934,-290.9999999999968,608.9999999999928,216.0000000000051,-554.9999999999926,-39.00000000001125,-779.9999999999918,-726.0000000000044,,-1449.0000000000095
2019.02.26,92.99999999999864,-311.99999999997897,611.000000000006,211.00000000000563,-512.0000000000005,-11.00000000000545,-822.9999999999959,-744.0000000000002,,-1486.9999999999707
2019.02.26,78.00000000000028,-337.99999999999386,567.9999999999907,237.00000000000944,-540.9999999999968,-15.00000000000945,-874.9999999999925,-761.999999999996,,-1647.9999999999882
