date,GBPUSD,USDCAD,AUDUSD,GBPCHF,AUDCHF,NZDCHF,GBPCAD,EURJPY,EURCAD,CADJPY,AUDCAD,NZDCAD,empty,sum
2018.10.01,-130.0000000000079,-13.999999999980695,-30.000000000007798,-99.00000000000463,-23.999999999990695,0.0,-63.99999999999739,-74.00000000001228,-52.000000000007596,-72.00000000000273,-9.999999999998899,0.0,,-569.0000000000106
2018.10.01,-79.00000000000685,-18.999999999991246,-31.000000000003247,-134.99999999999625,-76.99999999999375,32.999999999994145,-19.999999999997797,-100.99999999999909,-50.0000000000167,-57.00000000000216,-21.00000000000435,119.00000000000244,,-438.00000000001484
2018.10.01,-86.0000000000083,-91.99999999998099,-26.000000000003798,-50.0000000000167,-12.999999999996348,110.99999999999443,-139.00000000000023,-109.00000000000887,-204.00000000000418,-140.00000000000057,-58.99999999999794,151.00000000000114,,-656.0000000000224
2018.10.01,-87.99999999999919,-89.99999999999008,-8.000000000008,41.99999999998649,84.0000000000063,204.00000000000418,-134.00000000001188,-100.99999999999909,-202.00000000001327,-135.99999999999568,-56.99999999999594,148.99999999999915,,-337.00000000001705
2018.10.01,-70.99999999999883,-112.99999999998533,21.999999999999797,70.99999999999883,129.00000000000134,241.99999999999778,-144.0000000000108,-93.99999999999409,-226.00000000001506,-186.9999999999976,-4.999999999999449,195.00000000000074,,-181.00000000000267
2018.10.01,-55.000000000005045,-127.99999999999478,-29.000000000001247,123.99999999999079,77.00000000000485,202.0000000000022,-89.00000000000574,-54.000000000002046,-241.00000000000233,-201.00000000000762,-87.00000000000374,134.99999999999625,,-346.0000000000285
2018.10.01,-7.0000000000014495,-127.99999999999478,-35.00000000000725,114.99999999999844,39.00000000000014,163.00000000000205,-89.00000000000574,-93.99999999999409,-239.00000000001143,-200.00000000000284,-87.00000000000374,134.99999999999625,,-427.00000000002444
2018.10.01,-17.000000000000348,12.000000000012001,-38.0000000000047,110.99999999999443,37.00000000000925,170.99999999999892,106.99999999999044,-55.00000000000682,-53.00000000001415,-156.99999999999648,-10.999999999994348,195.00000000000074,,301.999999999989
2018.10.01,-83.00000000001084,7.0000000000014495,-54.00000000000959,96.99999999999153,52.000000000007596,175.99999999999838,82.00000000000429,15.999999999991132,-84.0000000000174,-174.0000000000066,-0.999999999995449,198.99999999999363,,232.99999999994816
2018.10.01,-107.00000000001265,-236.99999999999832,-96.00000000000719,76.99999999999375,35.00000000000725,200.00000000000017,-299.00000000000483,1.999999999981128,-429.00000000001273,-394.999999999996,-188.9999999999947,70.0000000000034,,-1368.000000000041
