date,EURUSD,GBPCHF,EURCHF,CADCHF,GBPCAD,AUDCAD,AUDNZD,empty,sum
2019.08.05,-4.999999999988347,-17.000000000000348,-55.000000000005045,-79.00000000000685,0.0,0.0,0.0,,-156.0000000000006
2019.08.05,15.00000000000945,136.00000000000279,-117.00000000001154,-53.999999999998494,363.0000000000022,-26.999999999999247,-11.00000000000545,,304.9999999999997
2019.08.05,32.999999999994145,119.00000000000244,-142.0000000000199,-46.00000000000159,354.9999999999942,-45.000000000006146,1.0000000000065512,,274.9999999999697
2019.08.05,14.000000000002899,166.99999999998383,-142.0000000000199,7.9999999999968985,337.99999999999386,-65.99999999999939,41.000000000002146,,359.9999999999604
2019.08.05,22.0000000000109,146.99999999998602,-152.0000000000188,0.999999999995449,319.0000000000026,-74.00000000000739,85.00000000000173,,347.99999999997056
2019.08.05,32.0000000000098,178.99999999999582,-137.00000000000932,19.999999999997797,354.9999999999942,-70.0000000000034,133.00000000000534,,511.9999999999902
2019.08.05,32.999999999994145,24.000000000001798,-212.00000000001216,-126.99999999999933,378.999999999996,-120.00000000000898,112.000000000001,,88.99999999997246
2019.08.05,219.00000000001364,-2.0000000000131024,-236.00000000001398,-140.0000000000068,468.00000000000176,-56.0000000000005,205.99999999999508,,458.9999999999761
2019.08.05,164.99999999999292,42.999999999993044,-296.0000000000074,-239.0000000000003,574.9999999999922,-243.99999999999977,25.999999999992696,,29.999999999963364
2019.08.05,157.00000000000713,-110.00000000001009,-350.00000000000585,-309.0000000000037,585.9999999999976,-539.0000000000006,-49.99999999999449,,-615.00000000001
2019.08.05,86.99999999999264,-248.00000000000378,-355.0000000000164,-377.0000000000051,618.0000000000074,-543.0000000000045,-96.99999999999153,,-915.0000000000214
2019.08.05,134.00000000001188,-258.0000000000027,-369.0000000000193,-409.99999999999926,676.0000000000099,-180.0000000000024,-49.99999999999449,,-456.9999999999963
2019.08.05,190.00000000000128,-280.0000000000136,-360.0000000000048,-412.9999999999967,662.000000000007,-97.00000000000264,-109.00000000000354,,-407.00000000001285
2019.08.05,215.99999999999397,-255.00000000000523,-345.0000000000175,-402.9999999999978,632.0000000000103,-58.000000000002494,-113.00000000000753,,-326.00000000002626
2019.08.05,198.99999999999363,-242.00000000000887,-344.00000000001097,-387.99999999999943,649.999999999995,-75.00000000000284,-124.99999999999733,,-325.00000000003087
2019.08.05,226.99999999999943,-219.00000000001364,-332.00000000002115,-394.00000000000546,716.0000000000056,-67.00000000000594,-89.99999999999008,,-159.00000000003126
2019.08.05,202.9999999999976,-304.9999999999997,-324.0000000000132,-389.000000000006,628.0000000000064,-121.00000000000443,-66.00000000001049,,-374.0000000000299
2019.08.05,222.99999999999542,-432.0000000000102,-325.0000000000197,-385.000000000002,408.00000000000836,-207.00000000000162,-117.99999999999588,,-836.0000000000256
2019.08.05,202.9999999999976,-634.0000000000013,-381.0000000000091,-441.0000000000025,218.99999999999142,-191.00000000000784,-140.0000000000068,,-1365.0000000000387
2019.08.05,137.9999999999937,-638.0000000000052,-435.0000000000076,-443.99999999999994,192.99999999999872,-211.00000000000563,-168.99999999999693,,-1566.0000000000232
2019.08.05,107.99999999999699,-685.0000000000023,-430.00000000001927,-433.0000000000056,140.99999999999113,-169.00000000000804,-153.00000000000313,,-1621.0000000000502
2019.08.05,187.00000000000384,-814.0000000000036,-458.00000000000284,-546.000000000002,123.00000000000644,-211.00000000000563,-150.00000000000568,,-1869.0000000000098
2019.08.05,263.00000000001324,-944.0000000000115,-521.0000000000159,-636.0000000000032,215.99999999999397,-343.00000000000443,-248.00000000000378,,-2213.0000000000314
2019.08.05,351.0000000000124,-960.0000000000053,-563.0000000000024,-723.0000000000069,276.00000000000955,-340.00000000000693,-252.0000000000078,,-2211.0000000000073
2019.08.05,409.99999999999926,-899.0000000000053,-629.0000000000128,-812.0000000000016,554.9999999999944,-338.00000000000495,-253.99999999999866,,-1967.0000000000296
2019.08.05,383.0,-911.0000000000174,-624.0000000000023,-784.0000000000069,570.0000000000039,-309.0000000000037,-212.99999999999653,,-1888.0000000000227
2019.08.05,449.0000000000105,-964.0000000000093,-572.0000000000169,-733.0000000000059,417.0000000000007,-269.00000000000813,-198.00000000000927,,-1870.0000000000387
2019.08.05,503.99999999999335,-938.0000000000166,-567.0000000000064,-770.9999999999994,476.9999999999941,-260.00000000000466,-209.9999999999991,,-1765.0000000000387
2019.08.05,634.0000000000013,-807.0000000000022,-470.00000000001484,-773.0000000000015,723.9999999999914,-270.0000000000036,-231.0000000000034,,-1193.000000000033
2019.08.05,663.999999999998,-697.9999999999986,-362.00000000001785,-702.0000000000026,666.000000000011,-319.0000000000026,-225.99999999999287,,-977.0000000000056
2019.08.05,696.0000000000077,-717.000000000012,-390.0000000000015,-690.0000000000017,642.0000000000092,-322.00000000000006,-241.00000000000233,,-1022.0000000000007
2019.08.05,686.0000000000089,-650.0000000000173,-349.0000000000215,-675.9999999999989,646.9999999999976,-343.00000000000443,-272.99999999998994,,-958.0000000000255
2019.08.05,676.0000000000099,-670.9999999999993,-342.00000000002007,-687.9999999999998,658.0000000000031,-285.00000000000193,-303.9999999999932,,-956.0000000000014
2019.08.05,669.0000000000085,-635.0000000000077,-314.00000000001427,-587.9999999999997,520.9999999999936,-337.0000000000095,-360.0000000000048,,-1044.0000000000339
2019.08.05,748.9999999999997,-699.0000000000052,-254.00000000002086,-529.9999999999972,300.00000000001137,-385.000000000002,-339.0000000000004,,-1158.0000000000148
2019.08.05,804.0000000000047,-1002.9999999999983,-449.0000000000105,-723.0000000000069,300.00000000001137,-390.0000000000015,-384.00000000000654,,-1845.0000000000075
2019.08.05,761.0000000000117,-1157.000000000008,-383.0,-697.9999999999986,107.99999999999699,-252.0000000000078,-279.99999999999136,,-1900.999999999997
2019.08.05,838.0000000000055,-955.0000000000169,-440.00000000001813,-726.0000000000044,229.99999999999687,-278.00000000000045,-289.9999999999903,,-1621.000000000028
