date,GBPUSD,AUDUSD,NZDUSD,EURCHF,AUDCHF,EURGBP,GBPCAD,GBPAUD,EURAUD,NZDJPY,empty,sum
2017.06.12,-269.00000000000813,9.999999999998899,-4.999999999999449,106.00000000000608,9.999999999998899,180.99999999999784,-419.9999999999982,-246.99999999999721,40.0000000000178,-94.0000000000083,,-687.9999999999916
2017.06.12,-208.99999999999253,10.999999999994348,-7.9999999999968985,118.00000000001809,14.000000000002899,129.00000000000134,-351.99999999999676,-165.9999999999995,8.000000000008,-90.00000000000341,,-544.9999999999644
2017.06.12,-323.0000000000066,2.999999999997449,-87.99999999999919,94.00000000001629,-2.000000000002,172.00000000000549,-475.99999999998755,-375.0000000000142,-68.00000000000139,-170.0000000000017,,-1232.9999999999936
2017.06.12,-307.99999999999716,0.0,-7.9999999999968985,112.000000000001,9.00000000000345,175.99999999999838,-388.9999999999949,-358.9999999999982,-55.99999999998939,-58.9999999999975,,-881.9999999999712
2017.06.12,-225.99999999999287,-4.000000000004,-45.000000000006146,109.00000000000354,-4.000000000004,112.000000000001,-322.00000000000006,-267.0000000000172,-78.00000000000028,-57.00000000000216,,-782.0000000000222
2017.06.12,-334.00000000001205,-17.000000000000348,-39.00000000000014,107.99999999999699,2.999999999997449,211.00000000000563,-478.0000000000006,-438.00000000000506,-65.99999999998829,-48.00000000000182,,-1098.0000000000082
2017.06.12,-340.00000000000693,25.999999999992696,-23.00000000000635,107.99999999999699,39.00000000000014,209.9999999999991,-412.9999999999967,-354.0000000000099,14.000000000002899,-6.000000000000227,,-739.0000000000282
2017.06.12,-340.00000000000693,46.00000000000159,-26.000000000003798,113.00000000000753,46.999999999997044,187.9999999999993,-368.9999999999971,-311.0000000000168,14.000000000002899,49.99999999999716,,-588.0000000000192
2017.06.12,-351.99999999999676,35.999999999991594,-65.00000000000395,121.99999999999989,29.000000000001247,180.99999999999784,-367.99999999999056,-345.0000000000175,-27.999999999983594,-12.000000000000455,,-802.0000000000023
2017.06.12,-334.9999999999964,-4.000000000004,-21.999999999999797,102.00000000000209,34.99999999999615,240.00000000000688,-360.9999999999891,-415.0000000000098,15.00000000000945,-27.000000000001023,,-771.9999999999854
2017.06.12,-432.9999999999945,30.999999999992145,-102.99999999999754,134.00000000001188,33.000000000005244,238.0000000000049,-394.9999999999898,-465.0000000000043,-34.99999999998504,-94.99999999999886,,-1089.999999999956
2017.06.12,-534.0000000000123,-43.999999999999595,-19.00000000000235,107.99999999999699,-78.99999999999574,280.00000000000244,-637.9999999999831,-770.000000000004,-231.99999999998778,27.999999999991587,,-1899.9999999999939
2017.06.12,-462.9999999999912,-53.999999999998494,37.99999999999359,96.00000000000719,-56.99999999999594,280.9999999999979,-578.9999999999961,-699.0000000000052,-166.99999999998383,72.00000000000273,,-1531.9999999999693
2017.06.12,-495.000000000001,-35.00000000000725,78.00000000000028,114.99999999999844,-41.9999999999976,282.99999999999994,-608.9999999999928,-697.9999999999986,-164.99999999999292,108.00000000000409,,-1459.9999999999875
2017.06.12,-442.00000000000904,-64.0000000000085,90.99999999999665,116.00000000000499,-61.999999999995396,253.0000000000032,-516.9999999999897,-693.0000000000102,-209.9999999999991,120.99999999999511,,-1407.0000000000118
2017.06.12,-435.0000000000076,-56.0000000000005,86.99999999999264,131.99999999999878,-48.000000000003595,240.00000000000688,-459.99999999999375,-663.999999999998,-203.99999999998198,112.99999999999955,,-1294.9999999999875
2017.06.12,-472.00000000000574,-24.000000000001798,78.00000000000028,135.00000000001845,-39.00000000000014,246.00000000000176,-568.9999999999973,-655.0000000000056,-185.99999999999727,108.99999999999466,,-1376.9999999999927
2017.06.12,-563.0000000000024,2.000000000002,126.99999999999933,170.00000000000347,-7.0000000000014495,284.0000000000065,-624.0000000000023,-699.0000000000052,-166.99999999998383,191.99999999999307,,-1284.999999999991
2017.06.12,-487.99999999999955,32.999999999994145,56.99999999999594,153.00000000000313,26.999999999999247,248.99999999999923,-554.9999999999944,-536.0000000000032,-76.99999999999375,103.9999999999992,,-1033.0
2017.06.12,-347.9999999999928,14.999999999998348,185.99999999999727,111.00000000001664,-26.000000000003798,143.9999999999997,-476.9999999999941,-385.00000000001313,-125.99999999998168,259.00000000000034,,-646.9999999999732
2017.06.12,-364.9999999999931,42.999999999993044,215.99999999999397,70.0000000000145,-21.999999999999797,158.0000000000026,-489.99999999999045,-344.00000000001097,-61.99999999998429,268.0000000000007,,-527.9999999999739
2017.06.12,-261.0000000000001,26.999999999999247,161.99999999999548,156.00000000000057,-53.00000000000304,7.0000000000014495,-351.99999999999676,-253.00000000001432,-239.99999999999577,251.00000000000477,,-556.0000000000085
2017.06.12,-200.00000000000017,37.99999999999359,139.00000000000023,133.00000000000534,-41.000000000002146,-19.999999999997797,-165.9999999999995,-147.00000000000824,-186.99999999998164,362.99999999999955,,-87.99999999999079
2017.06.12,-208.99999999999253,68.00000000000139,126.99999999999933,143.00000000000423,-48.99999999999905,-65.99999999999939,-156.00000000000057,-89.00000000000574,-214.99999999998744,362.99999999999955,,-82.99999999998022
2017.06.12,-31.000000000003247,148.99999999999915,85.00000000000173,112.000000000001,58.000000000002494,-126.99999999999933,151.9999999999966,327.99999999999494,43.999999999999595,313.0000000000024,,1082.9999999999955
2017.06.12,116.00000000000499,135.99999999999167,86.99999999999264,85.00000000000173,36.0000000000027,-220.99999999999343,272.00000000000557,492.0000000000035,36.999999999998145,378.9999999999907,,1418.9999999999982
2017.06.12,190.00000000000128,156.00000000000057,56.0000000000005,101.00000000001774,60.99999999999994,-278.9999999999959,463.0000000000134,639.9999999999961,68.00000000000139,295.99999999999227,,1752.0000000000273
2017.06.12,198.99999999999363,124.00000000000189,90.0000000000012,89.00000000000574,29.999999999996696,-278.00000000000045,429.00000000001273,581.9999999999936,17.000000000000348,343.9999999999941,,1625.9999999999995
2017.06.12,124.99999999999733,143.9999999999997,17.000000000000348,160.00000000000458,43.00000000000415,-290.9999999999968,397.0000000000029,526.0000000000042,-54.99999999998284,340.999999999994,,1407.0000000000273
2017.06.12,279.99999999999136,117.99999999999588,36.999999999998145,150.00000000000568,48.000000000003595,-353.0000000000033,589.0000000000173,669.9999999999928,-27.999999999983594,352.00000000000387,,1863.0000000000218
2017.06.12,414.00000000000324,154.99999999999403,37.99999999999359,148.00000000001478,46.00000000000159,-492.0000000000035,778.000000000012,933.9999999999905,-25.999999999992696,349.00000000000375,,2344.0000000000173
2017.06.12,350.9999999999902,92.99999999999864,63.99999999999739,60.000000000015596,-9.999999999998899,-368.00000000000165,666.9999999999953,710.999999999995,-18.999999999991246,299.99999999999716,,1848.9999999999977
2017.06.12,296.0000000000074,125.99999999999278,75.00000000000284,63.000000000013046,7.9999999999968985,-353.99999999999875,490.999999999997,712.9999999999859,8.000000000008,341.99999999999875,,1768.0000000000036
2017.06.12,476.9999999999941,105.99999999999498,86.99999999999264,56.000000000011596,43.00000000000415,-407.99999999999727,636.9999999999986,907.9999999999977,86.0000000000083,471.00000000000364,,2463.0000000000086
2017.06.12,575.9999999999987,81.9999999999932,68.00000000000139,62.000000000006494,85.99999999999719,-405.9999999999952,917.0000000000123,983.9999999999849,165.00000000001512,368.9999999999998,,2903.0000000000136
2017.06.12,370.00000000000364,142.99999999999312,-7.9999999999968985,131.99999999999878,165.00000000000404,-287.9999999999994,670.000000000015,844.9999999999847,231.0000000000034,340.999999999994,,2601.0000000000005
2017.06.12,465.99999999998863,73.99999999999629,27.999999999994696,101.00000000001774,102.99999999999754,-325.99999999999295,764.0000000000091,822.9999999999959,151.00000000001222,371.9999999999999,,2556.000000000019
2017.06.12,529.0000000000017,80.99999999999774,-21.00000000000435,106.00000000000608,87.00000000000374,-400.9999999999958,783.0000000000003,920.9999999999941,110.00000000001009,390.99999999999113,,2586.0000000000045
2017.06.12,547.999999999993,44.99999999999504,7.9999999999968985,99.00000000000463,33.000000000005244,-429.0000000000016,737.0000000000099,859.9999999999941,11.00000000000545,474.00000000000375,,2386.0000000000064
2017.06.12,590.0000000000016,15.999999999993797,7.9999999999968985,97.9999999999981,50.0000000000056,-407.0000000000018,653.0000000000147,862.9999999999916,50.0000000000167,451.9999999999982,,2373.0000000000155
2017.06.12,598.999999999994,35.999999999991594,7.9999999999968985,75.00000000000284,29.000000000001247,-441.0000000000025,1499.000000000006,909.0000000000042,36.0000000000138,393.0000000000007,,3143.000000000008
2017.06.12,679.9999999999917,-26.999999999999247,78.99999999999574,75.00000000000284,-48.000000000003595,-514.9999999999987,2185.999999999999,880.9999999999984,-113.99999999999189,468.0000000000035,,3664.999999999998
2017.06.12,638.9999999999895,32.999999999994145,39.00000000000014,90.99999999999665,46.00000000000159,-458.00000000000284,2361.9999999999973,957.9999999999922,52.000000000007596,402.000000000001,,4163.999999999977
2017.06.12,530.9999999999926,102.00000000000209,-1.0000000000065512,94.00000000001629,68.00000000000139,-441.0000000000025,2320.000000000011,973.999999999986,89.00000000000574,359.99999999999943,,4096.0000000000055
2017.06.12,540.9999999999915,129.00000000000134,-29.000000000001247,84.0000000000174,104.00000000000409,-434.9999999999965,2232.000000000012,1044.9999999999848,170.00000000000347,322.00000000000273,,4163.000000000019
2017.06.12,516.0000000000053,140.99999999999113,-30.000000000007798,99.00000000000463,131.99999999999878,-403.99999999999324,2246.0000000000146,1041.9999999999873,212.00000000001216,286.00000000000136,,4240.000000000015
