date,USDJPY,NZDUSD,EURCHF,CHFJPY,NZDCHF,GBPAUD,CADJPY,NZDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2017.10.16,-4.9999999999954525,-41.000000000002146,-97.9999999999981,-108.00000000000409,-68.00000000000139,-44.99999999998394,-2.0000000000095497,-82.00000000000784,-61.999999999995396,-26.000000000003798,-178.99999999999582,,-715.9999999999975
2017.10.16,34.000000000006025,-67.00000000000594,-55.99999999998939,-123.00000000000466,-119.00000000000244,-10.999999999983245,-15.000000000000568,-112.00000000000898,-44.99999999999504,-70.0000000000034,-120.99999999999334,,-704.9999999999809
2017.10.16,49.000000000006594,-65.00000000000395,-46.999999999997044,-227.00000000000387,-100.99999999999554,59.000000000009045,-87.0000000000033,-115.99999999999966,-107.00000000000153,-65.99999999999939,-78.00000000000028,,-785.9999999999891
2017.10.16,133.00000000000978,-56.0000000000005,-11.999999999989797,-216.00000000000819,-129.00000000000134,73.00000000001194,-97.00000000000841,-162.00000000000614,-100.99999999999554,-137.00000000000932,-68.00000000000139,,-771.9999999999989
2017.10.16,125.0,-58.000000000002494,-46.999999999997044,-214.00000000001285,-132.99999999999423,-46.999999999997044,-58.000000000006935,-168.99999999999693,-136.99999999999824,-140.0000000000068,-75.00000000000284,,-953.0000000000153
2017.10.16,90.00000000000341,-80.00000000000229,-42.999999999993044,-216.99999999999875,-134.0000000000008,-31.000000000003247,-64.00000000000716,-167.0000000000016,-154.99999999999403,-131.00000000000333,-41.000000000002146,,-973.000000000003
2017.10.16,79.9999999999983,-104.99999999999955,-8.999999999992347,-219.99999999999886,-153.99999999999858,53.999999999998494,-85.00000000000796,-186.9999999999976,-112.000000000001,-141.00000000000225,-99.00000000000463,,-978.000000000006
2017.10.16,129.0000000000049,-126.0000000000039,34.000000000000696,-325.00000000000284,-180.0000000000024,174.00000000000747,-177.0000000000067,-286.00000000000136,-61.999999999995396,-174.00000000000747,-177.99999999998929,,-1170.9999999999964
2017.10.16,228.00000000000864,-91.00000000000774,41.000000000002146,-300.00000000001137,-190.99999999999673,250.00000000001688,-170.0000000000017,-286.00000000000136,-46.00000000000159,-165.9999999999995,-245.99999999999068,,-976.999999999983
2017.10.16,195.99999999999795,-112.000000000001,33.00000000001635,-209.00000000000318,-224.000000000002,222.00000000001108,-135.00000000000512,-266.00000000000534,-10.999999999994348,-185.00000000000182,-232.00000000000998,,-922.9999999999975
2017.10.16,246.9999999999999,-50.0000000000056,36.0000000000138,-208.00000000001262,-197.00000000000273,270.00000000001467,-155.00000000000114,-227.00000000000387,-29.999999999996696,-130.0000000000079,-171.99999999999437,,-615.9999999999966
2017.10.16,210.00000000000796,-43.00000000000415,57.00000000001815,-199.00000000001228,-175.99999999999838,221.00000000000452,-131.00000000000023,-218.00000000000352,-74.99999999999174,-114.99999999999844,-106.00000000000608,,-574.9999999999843
2017.10.16,186.00000000000705,-65.00000000000395,35.00000000000725,-196.00000000001216,-180.99999999999784,192.99999999999872,-114.00000000000432,-207.00000000000784,-90.0000000000012,-157.00000000000713,-96.99999999999153,,-693.000000000013
2017.10.16,147.00000000000557,-48.99999999999905,33.00000000001635,-141.00000000000534,-166.99999999999494,260.0000000000158,-61.00000000000705,-156.99999999999648,-70.99999999999883,-124.00000000000189,-130.0000000000079,,-459.99999999997374
2017.10.16,118.00000000000921,-65.00000000000395,29.999999999996696,-157.0000000000107,-178.99999999999582,304.00000000001535,-68.00000000001205,-171.00000000000648,-29.999999999996696,-136.00000000000279,-188.9999999999947,,-543.0000000000019
2017.10.16,135.00000000000512,-48.99999999999905,32.0000000000098,-152.00000000000102,-170.99999999999892,346.0000000000019,-71.00000000001216,-154.00000000001057,3.0000000000085514,-111.00000000000554,-184.00000000000637,,-376.0000000000083
2017.10.16,127.00000000000955,-62.000000000006494,55.000000000005045,-128.0000000000001,-202.9999999999976,297.9999999999983,-72.00000000000273,-156.99999999999648,-13.999999999991797,-133.00000000000534,-187.00000000000384,,-475.9999999999915
