date,EURUSD,USDJPY,AUDUSD,NZDUSD,GBPCHF,EURCHF,AUDCHF,NZDCHF,EURGBP,GBPCAD,GBPAUD,EURJPY,EURAUD,EURNZD,CADJPY,AUDJPY,NZDCAD,AUDNZD,empty,sum
2021.07.26,49.99999999999449,-67.00000000000728,87.99999999999919,180.99999999999784,191.00000000000784,46.999999999997044,183.99999999999528,187.9999999999993,68.99999999999685,-208.99999999999253,-277.00000000001614,156.0000000000059,-242.99999999999324,-285.00000000000193,57.999999999992724,144.00000000000546,221.99999999999997,36.999999999998145,,533.999999999979
2021.07.26,60.99999999999994,-66.0000000000025,46.999999999997044,97.00000000000264,163.00000000000205,59.000000000009045,109.99999999999899,165.9999999999995,104.99999999999955,-147.99999999999258,-414.00000000000324,144.00000000000546,-258.0000000000027,-383.0,42.00000000000159,112.00000000000898,117.99999999999588,78.99999999998464,,34.00000000000428
2021.07.26,51.99999999998539,-99.00000000000375,100.00000000000009,197.99999999999818,226.99999999999943,59.99999999999339,168.99999999999693,263.99999999999756,95.99999999999609,-328.9999999999793,-501.0000000000181,192.00000000000728,-263.00000000001324,-319.0000000000026,105.99999999999454,183.9999999999975,246.99999999999721,96.99999999999153,,480.9999999999382
2021.07.26,63.99999999999739,-95.00000000001307,76.99999999999375,185.00000000000182,201.99999999999108,66.00000000001049,148.0000000000037,246.00000000000176,119.99999999999788,-386.9999999999818,-524.9999999999977,199.00000000001228,-320.00000000000915,-380.00000000000256,56.99999999998795,162.00000000000614,280.9999999999979,96.99999999999153,,196.99999999998943
2021.07.26,54.99999999998284,-83.00000000001262,93.99999999999409,212.99999999999653,228.00000000000597,85.00000000000173,185.00000000000182,285.00000000000193,114.99999999999844,-343.99999999998875,-472.00000000000574,175.99999999998772,-266.999999999995,-323.0000000000066,68.9999999999884,173.00000000000182,295.0000000000008,93.99999999999409,,577.9999999999474
2021.07.26,51.99999999998539,-97.00000000000841,93.99999999999409,219.00000000000253,191.99999999999218,66.00000000001049,173.9999999999964,280.9999999999979,126.0000000000039,-353.99999999998766,-453.99999999999886,189.99999999999773,-275.000000000003,-296.0000000000074,60.99999999999284,180.00000000000682,322.9999999999955,76.99999999999375,,558.999999999964
2021.07.26,2.999999999997449,-96.00000000000364,-11.00000000000545,97.00000000000264,160.99999999998892,75.00000000000284,106.00000000000608,202.0000000000022,148.99999999999915,-369.99999999998147,-604.0000000000045,129.99999999999545,-435.0000000000076,-517.0000000000119,-4.0000000000048885,63.00000000000239,234.00000000000088,109.00000000000354,,-708.0000000000183
2021.07.26,-13.000000000018552,-5.000000000009663,-39.999999999995595,63.00000000000195,161.99999999999548,56.000000000011596,75.00000000000284,169.99999999999238,143.9999999999997,-379.99999999998033,-670.000000000015,9.999999999990905,-480.00000000001376,-574.0000000000078,-85.99999999999852,-37.9999999999967,202.0000000000022,112.99999999998533,,-1291.0000000000537
2021.07.26,34.99999999998504,68.9999999999884,-11.00000000000545,110.99999999999443,134.99999999999625,62.000000000006494,78.00000000000028,188.9999999999947,161.99999999999548,-340.9999999999913,-626.0000000000155,-25.000000000005684,-486.999999999993,-529.0000000000017,-109.99999999999943,-63.00000000000239,226.00000000000398,85.99999999998609,,-1039.000000000063
2021.07.26,32.999999999994145,39.99999999999204,-53.00000000000304,90.0000000000012,133.00000000000534,45.99999999999049,31.999999999998696,163.99999999999747,153.00000000000313,-445.99999999999085,-758.0000000000142,8.000000000009777,-577.0000000000052,-578.9999999999961,-133.00000000000978,-86.99999999998909,246.00000000000176,52.99999999999194,,-1635.000000000022
2021.07.26,69.9999999999923,96.9999999999942,-17.000000000000348,78.99999999999574,85.00000000000173,28.000000000005798,34.99999999999615,120.99999999999334,166.99999999999494,-495.99999999998533,-679.0000000000074,-16.999999999995907,-541.9999999999981,-662.000000000007,-195.0000000000074,-85.99999999999852,246.99999999999721,129.99999999998568,,-1635.000000000043
2021.07.26,41.99999999998649,82.99999999999841,-73.99999999999629,39.999999999995595,35.999999999991594,14.000000000002899,-14.999999999998348,91.99999999999208,188.9999999999947,-452.99999999999227,-744.0000000000114,-32.00000000001069,-632.0000000000103,-714.999999999999,-201.00000000000762,-143.00000000000068,221.00000000000452,102.99999999998644,,-2189.0000000000737
2021.07.26,72.99999999998974,88.99999999999864,-104.00000000000409,31.999999999998696,15.999999999993797,9.999999999998899,-58.99999999999794,63.99999999999739,202.0000000000022,-427.99999999998397,-838.0000000000055,-6.000000000000227,-736.0000000000033,-788.0000000000109,-185.00000000000227,-179.9999999999926,178.99999999999582,78.99999999998464,,-2580.000000000041
2021.07.26,107.99999999999699,121.99999999999989,-97.00000000000264,29.999999999996696,5.999999999994898,32.999999999994145,-53.00000000000304,56.99999999999594,224.9999999999974,-406.9999999999796,-819.9999999999985,-4.9999999999954525,-768.0000000000131,-835.9999999999923,-196.00000000001216,-192.99999999999784,168.00000000000148,92.99999999998754,,-2533.0000000000296
