date,EURCHF,CADCHF,AUDCHF,EURNZD,AUDCAD,NZDCAD,AUDNZD,empty,sum
2018.05.14,-2.999999999997449,-49.99999999999449,-63.00000000000195,-124.99999999999733,-70.99999999999883,-70.0000000000034,-79.99999999999119,,-461.99999999998465
2018.05.14,7.0000000000014495,-11.00000000000545,-29.000000000001247,168.99999999999693,-193.00000000000983,-210.99999999999451,90.00000000001229,,-178.00000000000034
2018.05.14,60.99999999999994,-0.999999999995449,8.000000000008,259.9999999999936,-196.00000000000728,-200.99999999999562,130.0000000000079,,61.000000000011084
2018.05.14,129.99999999998568,88.99999999999464,72.0000000000054,272.00000000000557,-186.00000000000838,-200.99999999999562,138.0000000000159,,314.0000000000032
2018.05.14,119.00000000000244,85.00000000000173,86.0000000000083,289.9999999999903,-204.99999999999963,-161.99999999999548,188.00000000001037,,401.00000000001796
2018.05.14,117.99999999999588,88.99999999999464,95.00000000000064,239.99999999999577,-233.00000000000543,-212.00000000000108,164.00000000000858,,260.999999999989
2018.05.14,126.0000000000039,75.00000000000284,108.00000000000809,229.99999999999687,-254.00000000000978,-229.00000000000142,169.00000000001913,,225.00000000001964
2018.05.14,129.99999999998568,63.00000000000195,121.99999999999989,262.999999999991,-298.0000000000094,-231.0000000000034,184.00000000000637,,232.9999999999721
2018.05.14,126.99999999998823,65.99999999999939,136.99999999999824,285.00000000000193,-300.0000000000003,-209.9999999999991,235.00000000000742,,339.9999999999958
2018.05.14,148.99999999999915,65.99999999999939,131.99999999999878,316.99999999998954,-303.0000000000088,-207.00000000000162,249.00000000001032,,402.9999999999867
2018.05.14,136.00000000000279,34.99999999999615,86.0000000000083,341.99999999999784,-292.00000000000335,-192.99999999999872,245.0000000000063,,359.0000000000092
2018.05.14,139.9999999999846,2.999999999997449,84.0000000000063,482.999999999989,-313.00000000000773,-188.9999999999947,274.00000000001864,,481.99999999999346
2018.05.14,156.99999999998494,7.9999999999968985,96.00000000000719,478.0000000000006,-326.9999999999995,-194.0000000000053,264.0000000000198,,482.00000000000466
2018.05.14,166.99999999998383,26.999999999999247,114.00000000000298,449.9999999999948,-321.0000000000046,-190.00000000000128,291.00000000001904,,537.9999999999941
2018.05.14,170.00000000000347,26.999999999999247,100.00000000000009,426.9999999999996,-286.00000000000847,-188.9999999999947,240.00000000001796,,489.0000000000173
2018.05.14,173.00000000000094,51.99999999999649,116.00000000000499,422.9999999999956,-286.00000000000847,-178.99999999999582,251.00000000000122,,549.999999999995
2018.05.14,180.0000000000024,56.99999999999594,92.99999999999864,476.9999999999941,-280.00000000000244,-138.00000000000477,291.00000000001904,,680.000000000003
2018.05.14,192.99999999999872,38.0000000000047,52.000000000007596,713.0000000000081,-237.00000000000944,-65.99999999999939,336.00000000000296,,1029.0000000000132
2018.05.14,193.99999999998306,2.999999999997449,-2.999999999997449,731.9999999999993,-231.0000000000034,-65.00000000000395,330.0000000000081,,959.9999999999831
2018.05.14,183.99999999998417,41.000000000002146,31.000000000003247,839.9999999999964,-211.00000000000563,17.000000000000348,377.0000000000051,,1278.9999999999857
2018.05.14,140.99999999999113,44.99999999999504,35.00000000000725,794.9999999999901,-237.00000000000944,4.000000000004,418.0000000000073,,1200.9999999999854
2018.05.14,194.99999999998963,-14.000000000002899,-40.99999999999105,889.0000000000065,-185.00000000000182,21.00000000000435,372.00000000001677,,1237.0000000000216
2018.05.14,204.00000000000418,9.999999999998899,-12.000000000000899,906.9999999999911,-173.00000000000094,9.999999999998899,355.0000000000164,,1301.0000000000075
2018.05.14,270.99999999999903,63.99999999999739,1.0000000000065512,913.9999999999926,-111.00000000000554,65.99999999999939,372.00000000001677,,1577.0000000000061
2018.05.14,339.99999999998477,63.99999999999739,2.000000000002,1078.0000000000011,-125.00000000000844,43.999999999999595,361.0000000000113,,1763.9999999999877
2018.05.14,360.9999999999891,117.99999999999588,55.000000000005045,984.9999999999915,-121.00000000000443,55.000000000005045,357.00000000000733,,1809.999999999989
2018.05.14,312.9999999999855,92.99999999999864,-5.999999999994898,984.9999999999915,-94.00000000000519,88.99999999999464,375.0000000000142,,1754.999999999984
2018.05.14,229.99999999999687,17.000000000000348,-78.00000000000028,1143.9999999999895,-95.00000000000064,136.99999999999824,418.0000000000073,,1772.9999999999911
