date,EURCHF,CADCHF,AUDCHF,EURNZD,AUDCAD,NZDCAD,AUDNZD,empty,sum
2018.05.14,17.999999999984695,19.999999999997797,21.00000000000435,401.99999999999125,-64.0000000000085,4.999999999999449,232.00000000000998,,633.999999999979
2018.05.14,66.99999999999484,-0.999999999995449,-9.999999999998899,333.9999999999899,-158.0000000000026,-173.9999999999964,154.0000000000097,,212.0000000000011
2018.05.14,160.99999999998892,88.99999999999464,100.00000000000009,306.9999999999906,-187.00000000000384,-192.99999999999872,159.00000000002024,,435.9999999999919
2018.05.14,147.99999999999258,95.00000000000064,102.00000000000209,356.00000000000074,-178.00000000000037,-146.99999999999713,201.00000000000674,,577.0000000000053
2018.05.14,129.00000000000134,109.99999999999899,128.00000000000588,297.9999999999983,-196.00000000000728,-153.00000000000313,218.00000000000708,,534.0000000000013
2018.05.14,153.9999999999875,107.00000000000153,116.00000000000499,285.00000000000193,-186.00000000000838,-182.00000000000438,171.00000000001003,,464.9999999999932
2018.05.14,161.99999999999548,80.00000000000229,126.0000000000039,293.99999999999426,-236.00000000000287,-214.99999999999852,187.00000000000384,,397.9999999999984
2018.05.14,137.9999999999937,65.99999999999939,162.0000000000066,304.9999999999997,-294.00000000000534,-207.00000000000162,264.0000000000198,,434.00000000001216
2018.05.14,156.00000000000057,83.9999999999952,175.99999999999838,347.9999999999928,-289.0000000000059,-178.00000000000037,293.0000000000099,,589.9999999999906
2018.05.14,149.9999999999835,70.0000000000034,165.00000000000404,360.9999999999891,-289.0000000000059,-178.99999999999582,287.9999999999994,,565.9999999999777
2018.05.14,148.99999999999915,43.999999999999595,103.00000000000864,520.0000000000093,-247.00000000000833,-129.00000000000134,306.00000000000625,,746.0000000000133
2018.05.14,163.9999999999864,9.999999999998899,121.99999999999989,503.000000000009,-309.99999999999915,-187.9999999999993,304.00000000001535,,605.000000000011
2018.05.14,173.99999999998528,34.000000000000696,124.00000000000189,503.99999999999335,-289.0000000000059,-166.99999999999494,306.00000000000625,,685.9999999999866
2018.05.14,170.99999999998784,29.000000000001247,117.00000000000044,513.0000000000078,-285.00000000000193,-165.9999999999995,303.0000000000088,,682.0000000000048
2018.05.14,174.99999999999181,51.99999999999649,121.00000000000443,443.99999999999994,-256.0000000000007,-175.99999999999838,256.00000000001177,,616.0000000000055
2018.05.14,184.99999999999073,77.00000000000485,133.00000000000534,483.99999999999557,-248.00000000000378,-136.00000000000279,298.00000000002046,,793.0000000000105
2018.05.14,212.99999999999653,70.99999999999883,102.00000000000209,723.9999999999914,-208.00000000000819,-39.999999999995595,369.0000000000193,,1231.0000000000045
2018.05.14,238.0000000000049,43.999999999999595,58.000000000002494,814.0000000000036,-192.00000000000327,-44.99999999999504,346.0000000000019,,1263.0000000000143
2018.05.14,197.99999999998707,44.99999999999504,29.000000000001247,873.999999999997,-152.00000000000767,21.00000000000435,379.0000000000182,,1393.9999999999952
2018.05.14,187.99999999998818,87.00000000000374,96.00000000000719,886.000000000009,-187.00000000000384,80.99999999999774,491.0000000000192,,1642.0000000000214
2018.05.14,234.99999999998522,111.00000000000554,103.00000000000864,913.9999999999926,-163.00000000000205,90.0000000000012,479.0000000000072,,1768.9999999999984
2018.05.14,207.00000000000162,12.000000000000899,7.0000000000014495,970.0000000000042,-163.00000000000205,24.000000000001798,397.0000000000029,,1454.000000000011
2018.05.14,273.9999999999965,122.99999999999534,65.00000000000395,987.9999999999889,-100.00000000000009,112.000000000001,433.0000000000167,,1895.0000000000023
2018.05.14,356.00000000000074,68.99999999999685,6.0000000000060005,1153.9999999999884,-92.00000000000318,73.00000000000084,376.00000000002075,,1942.0000000000105
2018.05.14,415.99999999999415,146.99999999999713,97.9999999999981,1102.000000000003,-109.99999999999899,88.99999999999464,417.0000000000007,,2158.999999999988
2018.05.14,387.000000000004,175.99999999999838,87.00000000000374,1017.0000000000013,-65.99999999999939,100.99999999999554,384.00000000000654,,2086.00000000001
2018.05.14,327.99999999999494,94.00000000000519,13.00000000000745,1194.9999999999905,-70.0000000000034,141.99999999999767,438.00000000000506,,2139.9999999999973
2018.05.14,252.99999999999213,77.00000000000485,12.000000000000899,1144.999999999996,-93.00000000000975,156.00000000000057,480.00000000001376,,2029.9999999999982
2018.05.14,214.00000000000307,27.999999999994696,-56.0000000000005,1242.0000000000098,-65.99999999999939,175.99999999999838,473.0000000000123,,2011.0000000000184
2018.05.14,256.99999999999613,99.00000000000463,35.00000000000725,1154.999999999995,-91.00000000000774,180.99999999999784,507.000000000013,,2143.0000000000064
2018.05.14,200.99999999998454,11.00000000000545,-17.000000000000348,1268.0000000000025,-136.00000000000279,182.99999999999983,559.0000000000206,,2069.00000000001
2018.05.14,112.000000000001,-72.0000000000054,-117.99999999999588,1408.0000000000093,-113.00000000000753,224.9999999999974,582.0000000000158,,2024.000000000015
2018.05.14,89.99999999999008,-87.00000000000374,-129.9999999999968,1373.000000000002,-114.00000000000298,204.00000000000418,559.0000000000206,,1895.0000000000132
2018.05.14,109.00000000000354,-65.99999999999939,-112.000000000001,1503.9999999999943,-111.00000000000554,280.00000000000244,654.0000000000213,,2258.000000000016
