date,USDCHF,GBPUSD,EURUSD,NZDUSD,EURCHF,CADCHF,AUDCHF,NZDCHF,GBPJPY,GBPCAD,GBPAUD,EURCAD,EURAUD,EURNZD,AUDJPY,NZDJPY,NZDCAD,AUDNZD,empty,sum
2015.07.13,-89.00000000000574,-91.00000000001884,-152.99999999998093,-17.000000000000348,-29.999999999996696,-5.999999999994898,-24.000000000001798,-114.99999999999844,-334.0000000000032,-215.00000000000963,-167.00000000002825,-266.0000000000107,-161.00000000001114,-353.0000000000033,0.0,-8.000000000009777,-13.00000000000745,-229.99999999999687,,-2272.0000000000778
2015.07.13,-280.00000000000244,-60.000000000015596,-391.9999999999924,-17.000000000000348,-45.99999999999049,-92.99999999999864,-33.000000000005244,-212.00000000000108,-564.0000000000214,-161.99999999999548,-42.0000000000087,-519.0000000000028,-351.0000000000124,-653.0000000000147,189.00000000000716,116.99999999999022,-24.000000000001798,-219.99999999999798,,-3362.0000000000637
2015.07.13,-275.99999999999847,-23.00000000001745,-415.99999999999415,4.000000000004,-241.00000000000233,-98.99999999999353,-55.000000000005045,-205.99999999999508,-683.9999999999975,-200.00000000000017,-191.00000000000784,-547.999999999993,-446.0000000000131,-680.0000000000139,278.0000000000058,198.99999999999807,-35.00000000000725,-361.9999999999957,,-3981.0000000000264
2015.07.13,-19.00000000000235,-43.999999999999595,-297.9999999999983,-17.000000000000348,-208.99999999999253,107.99999999999699,168.00000000000148,-34.99999999999615,-454.00000000000773,-95.00000000000064,-22.0000000000109,-429.00000000001273,-308.0000000000194,-663.999999999998,272.99999999999613,189.99999999999773,-24.000000000001798,-326.0000000000041,,-2205.000000000052
2015.07.13,-14.000000000002899,-53.00000000001415,-353.99999999998766,65.00000000000395,-234.00000000000088,134.0000000000008,207.00000000000162,39.00000000000014,-469.99999999999886,-65.00000000000395,145.99999999997948,-473.0000000000123,-245.0000000000063,-561.9999999999958,272.00000000000557,218.9999999999941,55.99999999998939,-307.99999999999716,,-1640.000000000045
2015.07.13,-74.00000000000739,73.99999999999629,-444.9999999999843,75.00000000000284,-248.00000000000378,95.00000000000064,100.00000000000009,24.000000000001798,-522.9999999999961,-177.00000000000495,-209.9999999999991,-527.0000000000108,-425.0000000000087,-629.9999999999973,218.00000000000352,254.99999999999545,48.99999999999905,-339.0000000000004,,-2708.0000000000127
2015.07.13,-70.99999999999883,-39.00000000001125,-381.99999999999346,51.000000000001044,-225.00000000000853,75.9999999999983,82.99999999999974,11.00000000000545,-474.00000000001796,-151.9999999999966,-249.00000000003251,-533.0000000000057,-554.00000000001,-619.9999999999983,156.0000000000059,218.9999999999941,58.99999999999794,-158.99999999999804,,-2803.0000000000687
2015.07.13,-129.00000000000134,-29.00000000001235,-402.9999999999978,56.99999999999594,-168.99999999999693,40.00000000000669,102.99999999999754,-9.999999999998899,-385.9999999999957,-68.00000000000139,19.999999999997797,-554.00000000001,-463.0000000000134,-638.0000000000052,239.00000000000432,235.99999999999,88.99999999999464,-161.99999999999548,,-2227.000000000042
2015.07.13,-131.99999999999878,-52.000000000007596,-361.9999999999957,115.99999999999389,-93.99999999999409,-22.999999999995246,70.99999999999883,11.00000000000545,-342.00000000001296,-167.00000000000603,31.999999999987594,-531.9999999999991,-356.00000000000074,-405.0000000000109,203.00000000000296,253.0000000000001,178.99999999999582,-137.9999999999937,,-1738.00000000003
2015.07.13,-104.00000000000409,-98.0000000000203,-261.9999999999845,134.0000000000008,-58.000000000002494,-10.999999999994348,117.00000000000044,72.0000000000054,-334.0000000000032,-225.00000000000853,89.99999999996788,-524.9999999999977,-261.0000000000001,-229.00000000001253,231.00000000000875,349.9999999999943,275.99999999999847,-55.000000000005045,,-892.0000000000568
2015.07.13,-106.00000000000608,-89.00000000000574,-356.00000000000074,131.00000000000333,-116.00000000000499,-19.00000000000235,126.99999999999933,69.00000000000794,-338.99999999999864,-195.9999999999962,136.99999999996493,-608.0000000000085,-259.0000000000092,-246.99999999999721,299.0000000000066,353.9999999999992,282.99999999999994,-110.99999999999443,,-1046.0000000000427
2015.07.13,-101.00000000000664,-50.0000000000167,-333.9999999999899,237.99999999999378,-136.00000000000279,24.000000000001798,246.00000000000176,170.00000000000347,-516.0000000000196,-154.99999999999403,412.9999999999967,-544.0000000000111,-59.000000000009045,-12.000000000012001,439.9999999999977,473.99999999998954,347.9999999999928,-62.000000000006494,,383.99999999990933
2015.07.13,-130.0000000000079,14.999999999987246,-522.9999999999845,324.9999999999975,-258.99999999998704,58.99999999999794,315.9999999999941,247.00000000000833,-796.0000000000207,-154.0000000000097,529.0000000000017,-563.0000000000024,51.000000000001044,97.9999999999981,585.9999999999985,629.9999999999955,405.9999999999952,-114.99999999999844,,721.9999999999644
2015.07.13,-43.999999999999595,-43.999999999999595,-371.99999999999454,285.9999999999974,-204.00000000000418,109.00000000000354,280.9999999999979,241.99999999999778,-612.9999999999995,-69.9999999999923,401.9999999999691,-500.9999999999959,-116.00000000000499,-12.000000000012001,496.9999999999999,582.9999999999984,349.99999999999477,-45.99999999999049,,727.9999999999656
2015.07.13,-41.000000000002146,-63.000000000013046,-408.9999999999927,280.00000000000244,-255.99999999998957,89.00000000000574,265.99999999999955,231.0000000000034,-563.0000000000166,-55.99999999998939,409.99999999997704,-602.999999999998,-251.00000000000122,-107.00000000001265,500.0,589.9999999999892,380.999999999998,-56.99999999999594,,340.99999999996396
