date,EURUSD,EURCHF,CADCHF,empty,sum
2020.06.29,0.0,-26.999999999999247,-68.00000000000139,,-95.00000000000064
2020.06.29,42.0000000000087,33.00000000001635,-41.9999999999976,,33.00000000002744
2020.06.29,24.000000000001798,43.999999999999595,-63.99999999999739,,4.000000000004
2020.06.29,78.00000000000028,68.00000000000139,-1.0000000000065512,,144.9999999999951
2020.06.29,52.000000000007596,60.000000000015596,10.999999999994348,,123.00000000001754
2020.06.29,52.000000000007596,60.000000000015596,17.000000000000348,,129.00000000002353
2020.06.29,52.000000000007596,60.000000000015596,19.999999999997797,,132.00000000002098
2020.06.29,80.00000000001339,75.00000000000284,43.999999999999595,,199.00000000001583
2020.06.29,142.0000000000199,120.00000000000898,124.99999999999733,,387.0000000000262
2020.06.29,177.00000000000495,161.00000000001114,117.99999999999588,,456.00000000001194
2020.06.29,184.00000000000637,157.00000000000713,120.99999999999334,,462.0000000000069
2020.06.29,241.00000000000233,175.00000000001404,119.00000000000244,,535.0000000000189
2020.06.29,236.00000000001398,182.0000000000155,120.99999999999334,,539.0000000000227
2020.06.29,233.00000000001654,158.0000000000137,92.00000000000318,,483.0000000000334
2020.06.29,236.00000000001398,168.99999999999693,85.99999999999719,,491.0000000000081
2020.06.29,251.00000000000122,158.99999999999804,46.00000000000159,,456.00000000000085
2020.06.29,270.00000000001467,175.00000000001404,65.00000000000395,,510.0000000000326
2020.06.29,320.00000000000915,211.00000000000563,46.00000000000159,,577.0000000000164
2020.06.29,363.0000000000022,226.99999999999943,44.99999999999504,,634.9999999999966
2020.06.29,433.0000000000167,231.0000000000034,22.999999999995246,,687.0000000000153
2020.06.29,325.0000000000197,259.0000000000092,83.9999999999952,,668.0000000000241
2020.06.29,283.000000000011,233.00000000001654,90.99999999999665,,607.0000000000241
2020.06.29,257.0000000000183,170.00000000000347,-1.0000000000065512,,426.00000000001523
2020.06.29,326.0000000000041,180.0000000000024,-7.0000000000014495,,499.000000000005
2020.06.29,346.0000000000019,204.00000000000418,12.000000000000899,,562.0000000000069
2020.06.29,375.0000000000142,229.00000000001253,-9.00000000000345,,595.0000000000233
2020.06.29,546.000000000002,228.00000000000597,-65.99999999999939,,708.0000000000085
2020.06.29,606.0000000000176,260.0000000000158,-90.0000000000012,,776.0000000000323
2020.06.29,591.0000000000082,272.00000000000557,-80.00000000000229,,783.0000000000115
2020.06.29,597.0000000000031,309.0000000000037,-12.999999999996348,,893.0000000000105
2020.06.29,628.0000000000064,341.00000000001353,-45.000000000006146,,924.0000000000138
2020.06.29,636.0000000000143,365.99999999999966,-90.0000000000012,,912.0000000000127
2020.06.29,600.0000000000006,397.0000000000029,-45.000000000006146,,951.9999999999973
2020.06.29,402.0000000000135,356.00000000000074,-46.00000000000159,,712.0000000000126
2020.06.29,243.99999999999977,395.000000000012,-24.000000000001798,,615.00000000001
2020.06.29,157.00000000000713,450.00000000001705,83.9999999999952,,691.0000000000194
2020.06.29,261.0000000000001,499.000000000005,66.99999999999484,,827.0
2020.06.29,209.00000000001472,502.00000000000244,107.99999999999699,,819.0000000000141
2020.06.29,191.00000000000784,499.000000000005,190.00000000000128,,880.0000000000141
2020.06.29,99.00000000000463,575.9999999999987,290.00000000000136,,965.0000000000048
2020.06.29,46.0000000000127,556.0000000000009,327.99999999999494,,930.0000000000086
2020.06.29,112.000000000001,577.0000000000052,319.99999999999807,,1009.0000000000043
2020.06.29,109.00000000000354,594.0000000000057,292.00000000000335,,995.0000000000125
2020.06.29,140.0000000000068,581.0000000000093,258.9999999999981,,980.0000000000143
2020.06.29,148.99999999999915,584.0000000000067,261.0000000000001,,994.000000000006
2020.06.29,181.00000000000892,592.0000000000148,266.999999999995,,1040.0000000000186
