date,USDCHF,GBPUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,CHFJPY,CADCHF,NZDCHF,GBPJPY,GBPAUD,EURJPY,EURCAD,EURNZD,AUDJPY,NZDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2018.07.09,-53.999999999998494,-12.999999999996348,-74.99999999998863,-85.00000000000173,-68.00000000000139,-48.99999999999905,0.0,0.0,-34.000000000000696,-62.00000000001182,-21.999999999988695,0.0,0.0,-131.99999999999878,0.0,-37.9999999999967,-73.99999999999629,-80.99999999999774,0.0,,-786.9999999999762
2018.07.09,-31.000000000003247,-32.0000000000098,-85.99999999999852,-96.99999999999153,-25.00000000000835,-63.99999999999739,96.9999999999942,16.0000000000049,-32.999999999994145,-64.99999999999773,-51.000000000001044,134.00000000001455,190.00000000000128,58.000000000002494,-18.000000000000682,-58.000000000006935,-26.999999999999247,-104.00000000000409,64.0000000000196,,-131.9999999999756
2018.07.09,-129.00000000000134,-18.0000000000069,-94.99999999999886,-122.99999999998423,-49.00000000001015,-83.9999999999952,78.99999999999352,39.999999999995595,-68.99999999999685,-69.00000000001683,-21.999999999988695,150.00000000000568,171.99999999999437,95.999999999985,-1.0000000000047748,-96.9999999999942,-67.9999999999903,-153.00000000000313,71.00000000002105,,-368.9999999999963
2018.07.09,-31.000000000003247,15.00000000000945,-96.9999999999942,-136.99999999998712,-41.000000000002146,-82.99999999999974,243.99999999999977,43.00000000000415,-44.99999999999504,-45.000000000015916,-41.000000000002146,195.99999999999795,256.00000000001177,106.99999999999044,13.999999999995794,-94.99999999999886,-59.99999999999339,-148.0000000000037,84.0000000000174,,136.00000000003115
2018.07.09,-48.99999999999905,99.00000000000463,-71.99999999998852,-157.99999999999147,-18.0000000000069,-17.999999999995797,226.99999999998965,41.9999999999976,7.0000000000014495,108.00000000000409,29.00000000001235,158.00000000001546,256.99999999999613,268.9999999999859,-12.000000000000455,4.9999999999954525,-56.0000000000005,-76.99999999999375,141.00000000001333,,882.0000000000396
2018.07.09,-51.000000000001044,195.9999999999962,-77.99999999998875,-148.99999999999915,-71.00000000000995,-37.99999999999359,230.99999999999454,46.999999999997044,-19.999999999997797,192.99999999998363,187.00000000000384,177.00000000002092,256.00000000001177,201.99999999999108,15.999999999991132,-10.000000000005116,-112.000000000001,-105.99999999999498,160.00000000000458,,1030.0000000000036
2018.07.09,-21.999999999999797,167.00000000000603,-147.99999999999613,-129.00000000000134,-103.00000000000864,-60.99999999999994,235.99999999999,48.99999999999905,-34.99999999999615,79.99999999998408,276.9999999999939,192.00000000000728,300.99999999999574,194.99999999998963,56.99999999998795,-100.99999999999909,-161.00000000000003,-126.0000000000039,211.00000000000563,,878.9999999999545
2018.07.09,-38.0000000000047,200.00000000000017,-143.00000000000068,-147.99999999999258,-143.9999999999997,-69.9999999999923,295.99999999999227,41.9999999999976,-34.000000000000696,102.00000000000387,388.9999999999949,278.99999999999636,317.9999999999961,234.00000000000088,140.00000000000057,-88.00000000000807,-192.99999999999872,-124.99999999999733,248.00000000000378,,1264.999999999992
2018.07.09,7.9999999999968985,246.99999999999721,-121.99999999999989,-123.99999999999079,-202.0000000000022,-53.00000000000304,219.99999999999886,26.999999999999247,-8.999999999992347,179.00000000000205,512.0000000000014,144.00000000000546,269.9999999999925,226.99999999999943,112.99999999999955,-79.00000000000773,-243.99999999999977,-95.99999999999609,272.00000000000557,,1290.0000000000064
2018.07.09,20.999999999993246,150.00000000000568,-66.99999999999307,-113.99999999999189,-310.0000000000103,-108.99999999999244,256.9999999999908,11.00000000000545,-0.999999999995449,153.99999999999636,600.0000000000006,191.0000000000025,310.0000000000103,211.99999999998997,140.99999999999113,-96.9999999999942,-328.9999999999904,-121.00000000000443,362.00000000001785,,1261.0000000000316
2018.07.09,69.9999999999923,157.00000000000713,-118.99999999999977,-21.999999999988695,-315.0000000000097,-119.00000000000244,402.000000000001,19.999999999997797,-14.999999999998348,102.00000000000387,811.9999999999905,356.9999999999993,263.99999999999756,192.99999999999872,335.9999999999985,-138.00000000000523,-345.99999999999073,-127.99999999999478,408.00000000000836,,1919.0000000000055
2018.07.09,85.99999999999719,181.9999999999933,-122.99999999999045,-17.999999999984695,-302.0000000000023,-75.9999999999983,405.00000000000114,27.999999999994696,25.00000000000835,135.99999999999568,815.9999999999945,338.99999999999864,276.9999999999939,276.9999999999939,314.9999999999977,-105.00000000000398,-330.9999999999924,-73.00000000000084,432.0000000000102,,2290.000000000006
2018.07.09,68.99999999999685,124.99999999999733,-84.99999999999375,-31.000000000003247,-333.0000000000055,-107.99999999999699,361.99999999999477,31.999999999998696,8.000000000008,109.00000000000887,834.0000000000014,313.0000000000166,285.00000000000193,266.999999999995,328.9999999999935,-103.9999999999992,-363.99999999999767,-97.00000000000264,480.00000000001376,,2091.0000000000277
2018.07.09,87.99999999999919,116.00000000000499,-87.99999999999386,26.0000000000149,-339.0000000000004,-110.99999999999443,405.9999999999917,27.999999999994696,9.00000000000345,102.00000000000387,791.9999999999927,365.0000000000091,290.9999999999968,270.99999999999903,344.99999999999886,-102.00000000000387,-357.99999999999164,-93.99999999999409,454.00000000002103,,2201.0000000000528
